Serial,Source,commodity,date,sentence,polarity,subjectivity,Sentiment_Type
15224,Money Control,silver,13.07.2012,"At 11:30 hrs MCX SILVER December contract was trading at Rs 54757.00 up Rs 56.00, or 0.10%. The SILVER rate touched an intraday high of Rs 54779.00 and an intraday low of Rs 54569.00. So far 158 contracts have been traded. SILVER prices have moved down Rs 8253.00, or 13.10% in the December series so far.",0.040888889,0.625777778,Positive
15231,Money Control,silver,12.07.2012,"At 15:58 hrs MCX SILVER September contract was trading at Rs 52420.00 down Rs 315.00, or 0.60%. The SILVER rate touched an intraday high of Rs 52704.00 and an intraday low of Rs 52388.00. So far 15440 contracts have been traded. SILVER prices have moved down Rs 7980.00, or 13.21% in the September series so far.",0.008148148,0.56962963,Positive
15235,Money Control,silver,12.07.2012,"Today, spot silver prices were trading mixed in major metros in India. In the Jaipur market, Pure silver (999 purity) was up Rs 800 at Rs 53200 and in Mumbai market it was down Rs 220 at Rs 52975.",0.03030754,0.384722222,Positive
15238,Money Control,silver,12.07.2012,"At 14:05 hrs MCX SILVERM November contract was trading at Rs 54250.00 down Rs 199.00, or 0.37%. The SILVERM rate touched an intraday high of Rs 54414.00 and an intraday low of Rs 54145.00. So far 1519 contracts have been traded. SILVERM prices have moved down Rs 9710.00, or 15.18% in the November series so far.",0.008148148,0.56962963,Positive
15240,Money Control,silver,12.07.2012,"At 11:09 hrs MCX SILVERMIC February contract was trading at Rs 55789.00 down Rs 167.00, or 0.30%. The SILVERMIC rate touched an intraday high of Rs 55875.00 and an intraday low of Rs 55749.00. So far 64 contracts have been traded. SILVERMIC prices have moved down Rs 711.00, or 1.26% in the February series so far.",0.008148148,0.56962963,Positive
15243,Money Control,silver,11.07.2012,"At 16:05 hrs MCX SILVERMIC February contract was trading at Rs 55845.00 down Rs 73.00, or 0.13%. The SILVERMIC rate touched an intraday high of Rs 56100.00 and an intraday low of Rs 55666.00. So far 554 contracts have been traded. SILVERMIC prices have moved down Rs 655.00, or 1.16% in the February series so far.",0.008148148,0.56962963,Positive
15248,Money Control,silver,11.07.2012,"Spot silver prices declined in major metros in India. In the Delhi market, Pure silver (999 purity) was down Rs 800 at Rs 52200 and in Ahmedabad market it was down Rs 710 at Rs 52115.",-0.008581349,0.394444444,Negative
15249,Money Control,silver,11.07.2012,"At 13:51 hrs MCX SILVERM November contract was trading at Rs 54389.00 down Rs 11.00, or 0.02%. The SILVERM rate touched an intraday high of Rs 54490.00 and an intraday low of Rs 54158.00. So far 2119 contracts have been traded. SILVERM prices have moved down Rs 9571.00, or 14.96% in the November series so far.",0.008148148,0.56962963,Positive
15252,Money Control,silver,11.07.2012,"At 11:47 hrs MCX SILVER September contract was trading at Rs 52530.00 down Rs 118.00, or 0.22%. The SILVER rate touched an intraday high of Rs 52722.00 and an intraday low of Rs 52456.00. So far 7505 contracts have been traded. SILVER prices have moved down Rs 7870.00, or 13.03% in the September series so far.",0.008148148,0.56962963,Positive
15259,Money Control,silver,10.07.2012,"At 16:02 hrs MCX SILVER March contract was trading at Rs 56300.00 down Rs 228.00, or 0.40%. The SILVER rate touched an intraday high of Rs 56448.00 and an intraday low of Rs 56300.00. So far 2 contracts have been traded. SILVER prices have moved down Rs 495.00, or 0.87% in the March series so far.",0.008148148,0.56962963,Positive
15262,Money Control,silver,10.07.2012,"Today, spot silver prices were trading mixed in major metros in India. In the Mumbai market, Pure silver (999 purity) was down Rs 145 at Rs 53670 and in Delhi market it was up Rs 700 at Rs 53000.",0.03030754,0.384722222,Positive
15265,Money Control,silver,10.07.2012,"At 11:28 hrs MCX SILVERMIC February contract was trading at Rs 56365.00 down Rs 276.00, or 0.49%. The SILVERMIC rate touched an intraday high of Rs 56681.00 and an intraday low of Rs 56365.00. So far 114 contracts have been traded. SILVERMIC prices have moved down Rs 135.00, or 0.24% in the February series so far.",0.008148148,0.56962963,Positive
15271,Money Control,silver,09.07.2012,"Today, spot silver prices were trading mostly lower in major metros in India. In the Delhi market, Pure silver (999 purity) was down Rs 1000 at Rs 52300 and in Jaipur market it was down Rs 250 at Rs 53000.",0.093134921,0.415555556,Positive
15274,Money Control,silver,09.07.2012,"At 14:16 hrs MCX SILVERM February contract was trading at Rs 56348.00 up Rs 106.00, or 0.19%. The SILVERM rate touched an intraday high of Rs 56516.00 and an intraday low of Rs 56320.00. So far 41 contracts have been traded. SILVERM prices have moved up Rs 858.00, or 1.55% in the February series so far.",0.09,0.71,Positive
15276,Money Control,silver,09.07.2012,"At 11:23 hrs MCX SILVER December contract was trading at Rs 55016.00 up Rs 270.00, or 0.49%. The SILVER rate touched an intraday high of Rs 55025.00 and an intraday low of Rs 54830.00. So far 159 contracts have been traded. SILVER prices have moved down Rs 7994.00, or 12.69% in the December series so far.",0.040888889,0.625777778,Positive
15288,Money Control,silver,06.07.2012,"At 15:48 hrs MCX SILVERMIC August contract was trading at Rs 53473.00 down Rs 227.00, or 0.42%. The SILVERMIC rate touched an intraday high of Rs 53755.00 and an intraday low of Rs 53309.00. So far 57271 contracts have been traded. SILVERMIC prices have moved down Rs 8527.00, or 13.75% in the August series so far.",0.008148148,0.56962963,Positive
15292,Money Control,silver,06.07.2012,"At 13:55 hrs MCX SILVERM November contract was trading at Rs 55180.00 down Rs 122.00, or 0.22%. The SILVERM rate touched an intraday high of Rs 55348.00 and an intraday low of Rs 55117.00. So far 918 contracts have been traded. SILVERM prices have moved down Rs 8780.00, or 13.73% in the November series so far.",0.008148148,0.56962963,Positive
15297,Money Control,silver,06.07.2012,"At 10:59 hrs MCX SILVER March contract was trading at Rs 56645.00 down Rs 230.00, or 0.40%. The SILVER rate touched an intraday high of Rs 56795.00 and an intraday low of Rs 56645.00. So far 12 contracts have been traded. SILVER prices have moved down Rs 150.00, or 0.26% in the March series so far.",0.008148148,0.56962963,Positive
15299,Money Control,silver,06.07.2012,"Kunal Shah of Nirmal Bang Commodities feels that inspite of yesterday‘s correction, there is lot of opportunity and one should go long in silver. So, he recommends going long on silver at Rs 53,500 per kilogram with a stop loss placed below Rs 53,250 per kilogram and he expects prices to move up and test levels of Rs 54,150 per kilogram.",-0.05,0.4,Negative
15301,Money Control,silver,05.07.2012,"At 15:55 hrs MCX SILVERMIC February contract was trading at Rs 57225.00 up Rs 436.00, or 0.77%. The SILVERMIC rate touched an intraday high of Rs 57320.00 and an intraday low of Rs 56906.00. So far 210 contracts have been traded. SILVERMIC prices have moved up Rs 725.00, or 1.28% in the February series so far.",0.09,0.71,Positive
15303,Money Control,silver,05.07.2012,"Silver prices were trading higher in major cities in India. In Mumbai market, Pure silver (999 purity) was up Rs 510 at Rs 54540 and in Ahmedabad market it was up Rs 435 at Rs 53510.",0.175595238,0.5,Positive
15306,Money Control,silver,05.07.2012,"At 13:49 hrs MCX SILVERM November contract was trading at Rs 55745.00 up Rs 369.00, or 0.67%. The SILVERM rate touched an intraday high of Rs 55799.00 and an intraday low of Rs 55455.00. So far 1212 contracts have been traded. SILVERM prices have moved down Rs 8215.00, or 12.84% in the November series so far.",0.040888889,0.625777778,Positive
15309,Money Control,silver,05.07.2012,"At 11:54 hrs MCX SILVER September contract was trading at Rs 54067.00 up Rs 336.00, or 0.63%. The SILVER rate touched an intraday high of Rs 54081.00 and an intraday low of Rs 53818.00. So far 6774 contracts have been traded. SILVER prices have moved down Rs 6333.00, or 10.49% in the September series so far.",0.040888889,0.625777778,Positive
15315,Money Control,silver,04.07.2012,"At 16:09 hrs MCX SILVERM November contract was trading at Rs 55370.00 up Rs 23.00, or 0.04%. The SILVERM rate touched an intraday high of Rs 55463.00 and an intraday low of Rs 55296.00. So far 830 contracts have been traded. SILVERM prices have moved down Rs 8590.00, or 13.43% in the November series so far.",0.040888889,0.625777778,Positive
15317,Money Control,silver,04.07.2012,"Today silver prices were trading higher in major cities in India. In Mumbai market, Pure silver (999 purity) was up Rs 385 at Rs 54155 and in Ahmedabad market it was up Rs 330 at Rs 53155.",0.175595238,0.5,Positive
15319,Money Control,silver,04.07.2012,"At 14:00 hrs MCX SILVER September contract was trading at Rs 53768.00 up Rs 62.00, or 0.12%. The SILVER rate touched an intraday high of Rs 53831.00 and an intraday low of Rs 53645.00. So far 7165 contracts have been traded. SILVER prices have moved down Rs 6632.00, or 10.98% in the September series so far.",0.040888889,0.625777778,Positive
15323,Money Control,silver,04.07.2012,"At 12:06 hrs MCX SILVERMIC February contract was trading at Rs 56798.00 up Rs 27.00, or 0.05%. The SILVERMIC rate touched an intraday high of Rs 56810.00 and an intraday low of Rs 56730.00. So far 37 contracts have been traded. SILVERMIC prices have moved up Rs 298.00, or 0.53% in the February series so far.",0.09,0.71,Positive
15330,Money Control,silver,03.07.2012,"At 15:53 hrs MCX SILVERM August contract was trading at Rs 53690.00 up Rs 146.00, or 0.27%. The SILVERM rate touched an intraday high of Rs 53790.00 and an intraday low of Rs 53530.00. So far 30207 contracts have been traded. SILVERM prices have moved down Rs 8006.00, or 12.98% in the August series so far.",0.040888889,0.625777778,Positive
15332,Money Control,silver,03.07.2012,"At 15:27 hrs MCX SILVERMIC February contract was trading at Rs 56695.00 up Rs 155.00, or 0.27%. The SILVERMIC rate touched an intraday high of Rs 56800.00 and an intraday low of Rs 56558.00. So far 123 contracts have been traded. SILVERMIC prices have moved up Rs 195.00, or 0.35% in the February series so far.",0.09,0.71,Positive
15335,Money Control,silver,03.07.2012,"Silver prices were trading higher in major cities in India. In the Ahmedabad market, Pure silver (999 purity) was up Rs 400 at Rs 52875 and in Mumbai market it was up Rs 300 at Rs 53865.",0.175595238,0.5,Positive
15337,Money Control,silver,03.07.2012,"At 14:15 hrs MCX SILVER September contract was trading at Rs 53570.00 up Rs 57.00, or 0.11%. The SILVER rate touched an intraday high of Rs 53762.00 and an intraday low of Rs 53500.00. So far 13170 contracts have been traded. SILVER prices have moved down Rs 6830.00, or 11.31% in the September series so far.",0.040888889,0.625777778,Positive
15342,Money Control,silver,02.07.2012,"At 15:19 hrs MCX SILVERMIC November contract was trading at Rs 55121.00 up Rs 144.00, or 0.26%. The SILVERMIC rate touched an intraday high of Rs 55231.00 and an intraday low of Rs 54956.00. So far 3401 contracts have been traded. SILVERMIC prices have moved down Rs 5769.00, or 9.47% in the November series so far.",0.040888889,0.625777778,Positive
15345,Money Control,silver,02.07.2012,"Way2Wealth has come out with its technical report on Silver, Crude, Nickel and Copper.",-0.35,0.55,Negative
15346,Money Control,silver,02.07.2012,"At 13:45 hrs MCX SILVER July contract was trading at Rs 52240.00 up Rs 253.00, or 0.49%. The SILVER rate touched an intraday high of Rs 52270.00 and an intraday low of Rs 51975.00. So far 2121 contracts have been traded. SILVER prices have moved down Rs 17847.00, or 25.46% in the July series so far.",0.040888889,0.625777778,Positive
15355,Money Control,silver,29.06.2012,"At 16:02 hrs MCX SILVERM November contract was trading at Rs 54915.00 up Rs 115.00, or 0.21%. The SILVERM rate touched an intraday high of Rs 55422.00 and an intraday low of Rs 54761.00. So far 1414 contracts have been traded. SILVERM prices have moved down Rs 9045.00, or 14.14% in the November series so far.",0.040888889,0.625777778,Positive
15359,Money Control,silver,29.06.2012,"Silver prices plunged in major metros in India. In the Ahmedabad market, Pure silver (999 purity) was down Rs 635 at Rs 52520 and in Delhi market it was down Rs 550 at Rs 52950.",-0.008581349,0.394444444,Negative
15361,Money Control,silver,29.06.2012,"At 14:17 hrs MCX SILVERMIC August contract was trading at Rs 53464.00 up Rs 328.00, or 0.62%. The SILVERMIC rate touched an intraday high of Rs 53786.00 and an intraday low of Rs 53191.00. So far 35138 contracts have been traded. SILVERMIC prices have moved down Rs 8536.00, or 13.77% in the August series so far.",0.040888889,0.625777778,Positive
15364,Money Control,silver,29.06.2012,"At 11:10 hrs MCX SILVER September contract was trading at Rs 53535.00 up Rs 457.00, or 0.86%. The SILVER rate touched an intraday high of Rs 53756.00 and an intraday low of Rs 53454.00. So far 3325 contracts have been traded. SILVER prices have moved down Rs 6865.00, or 11.37% in the September series so far.",0.040888889,0.625777778,Positive
15373,Money Control,silver,28.06.2012,"Silver prices were trading higher in major cities in India. In the Mumbai market, Pure silver (999 purity) was up Rs 560 at Rs 54160 and in Chennai market it was up Rs 100 at Rs 52900.",0.175595238,0.5,Positive
15376,Money Control,silver,28.06.2012,"At 15:05 hrs MCX SILVER September contract was trading at Rs 53903.00 down Rs 201.00, or 0.37%. The SILVER rate touched an intraday high of Rs 54268.00 and an intraday low of Rs 53900.00. So far 3438 contracts have been traded. SILVER prices have moved down Rs 6497.00, or 10.76% in the September series so far.",0.008148148,0.56962963,Positive
15380,Money Control,silver,28.06.2012,"At 11:21 hrs MCX SILVERMIC August contract was trading at Rs 54250.00 up Rs 109.00, or 0.20%. The SILVERMIC rate touched an intraday high of Rs 54400.00 and an intraday low of Rs 54100.00. So far 5138 contracts have been traded. SILVERMIC prices have moved down Rs 7750.00, or 12.50% in the August series so far.",0.040888889,0.625777778,Positive
15387,Money Control,silver,27.06.2012,"At 16:00 hrs MCX SILVERM August contract was trading at Rs 54138.00 down Rs 243.00, or 0.45%. The SILVERM rate touched an intraday high of Rs 54558.00 and an intraday low of Rs 54032.00. So far 10777 contracts have been traded. SILVERM prices have moved down Rs 7558.00, or 12.25% in the August series so far.",0.008148148,0.56962963,Positive
15389,Money Control,silver,27.06.2012,"At 15:24 hrs MCX SILVERMIC August contract was trading at Rs 54247.00 down Rs 140.00, or 0.26%. The SILVERMIC rate touched an intraday high of Rs 54549.00 and an intraday low of Rs 54038.00. So far 20883 contracts have been traded. SILVERMIC prices have moved down Rs 7753.00, or 12.50% in the August series so far.",0.008148148,0.56962963,Positive
15391,Money Control,silver,27.06.2012,"On June 27, 2012 Silver prices were trading lower in major metros in India. In the Ahmedabad market, Pure silver (999 purity) was down Rs 780 at Rs 53305 and in Mumbai market it was down Rs 760 at Rs 54135.",-0.008581349,0.394444444,Negative
15397,Money Control,silver,27.06.2012,"At 11:01 hrs MCX SILVER July contract was trading at Rs 53010.00 up Rs 47.00, or 0.09%. The SILVER rate touched an intraday high of Rs 53110.00 and an intraday low of Rs 52951.00. So far 2742 contracts have been traded. SILVER prices have moved down Rs 17077.00, or 24.37% in the July series so far.",0.040888889,0.625777778,Positive
15405,Money Control,silver,26.06.2012,"At 16:16 hrs MCX SILVERMIC June contract was trading at Rs 53528.00 down Rs 169.00, or 0.31%. The SILVERMIC rate touched an intraday high of Rs 53747.00 and an intraday low of Rs 53480.00. So far 36423 contracts have been traded. SILVERMIC prices have moved down Rs 6472.00, or 10.79% in the June series so far.",0.008148148,0.56962963,Positive
15409,Money Control,silver,26.06.2012,"Silver prices were trading higher in major metros in India. In the Mumbai market, Pure silver (999 purity) was up Rs 1100 at Rs 55070 and in Delhi market it was up Rs 1200 at Rs 54400.",0.175595238,0.5,Positive
15412,Money Control,silver,26.06.2012,"At 14:17 hrs MCX SILVERM November contract was trading at Rs 56589.00 up Rs 25.00, or 0.04%. The SILVERM rate touched an intraday high of Rs 56650.00 and an intraday low of Rs 56436.00. So far 402 contracts have been traded. SILVERM prices have moved down Rs 7371.00, or 11.52% in the November series so far.",0.040888889,0.625777778,Positive
15415,Money Control,silver,26.06.2012,"SILVER prices on MCX slipped today. At 11:55 hrs MCX SILVER July contract was trading at Rs 53552.00 down Rs 123.00, or 0.23%. The SILVER rate touched an intraday high of Rs 53654.00 and an intraday low of Rs 53525.00. So far 4272 contracts have been traded. SILVER prices have moved down Rs 16535.00, or 23.59% in the July series so far.",0.008148148,0.56962963,Positive
15421,Money Control,silver,25.06.2012,"At 16:04 hrs MCX SILVERMIC November contract was trading at Rs 55625.00 down Rs 330.00, or 0.59%. The SILVERMIC rate touched an intraday high of Rs 55811.00 and an intraday low of Rs 55400.00. So far 1870 contracts have been traded. SILVERMIC prices have moved down Rs 5265.00, or 8.65% in the November series so far.",0.008148148,0.56962963,Positive
15423,Money Control,silver,25.06.2012,"At 15:13 hrs MCX SILVERM August contract was trading at Rs 53907.00 down Rs 388.00, or 0.71%. The SILVERM rate touched an intraday high of Rs 54143.00 and an intraday low of Rs 53651.00. So far 7908 contracts have been traded. SILVERM prices have moved down Rs 7789.00, or 12.62% in the August series so far.",0.008148148,0.56962963,Positive
15428,Money Control,silver,25.06.2012,"At 13:23 hrs MCX SILVER September contract was trading at Rs 53725.00 down Rs 535.00, or 0.99%. The SILVER rate touched an intraday high of Rs 54002.00 and an intraday low of Rs 53614.00. So far 1747 contracts have been traded. SILVER prices have moved down Rs 6675.00, or 11.05% in the September series so far.",0.008148148,0.56962963,Positive
15443,Money Control,silver,22.06.2012,"At 3:05 hrs MCX SILVER July contract was trading at Rs 53103.00 up Rs 205.00, or 0.39%. The SILVER rate touched an intraday high of Rs 53165.00 and an intraday low of Rs 52554.00. So far 23594 contracts have been traded. SILVER prices have moved down Rs 16984.00, or 24.23% in the July series so far.",0.040888889,0.625777778,Positive
15454,Money Control,silver,21.06.2012,"At 16:26 hrs MCX SILVERM November contract was trading at Rs 56927.00 down Rs 605.00, or 1.05%. The SILVERM rate touched an intraday high of Rs 57535.00 and an intraday low of Rs 56770.00. So far 408 contracts have been traded. SILVERM prices have moved down Rs 7033.00, or 11.00% in the November series so far.",0.008148148,0.56962963,Positive
15457,Money Control,silver,21.06.2012,"Spot Silver prices were trading lower in major metros in India. In the Ahmedabad market, Pure silver (999 purity) was down Rs 605 at Rs 54340 and in Jaipur market it was down Rs 400 at Rs 54600.",-0.008581349,0.394444444,Negative
15459,Money Control,silver,21.06.2012,"At 14:32 hrs MCX SILVERMIC November contract was trading at Rs 56900.00 down Rs 637.00, or 1.11%. The SILVERMIC rate touched an intraday high of Rs 57450.00 and an intraday low of Rs 56782.00. So far 1377 contracts have been traded. SILVERMIC prices have moved down Rs 3990.00, or 6.55% in the November series so far.",0.008148148,0.56962963,Positive
15461,Money Control,silver,21.06.2012,"At 13:16 hrs MCX SILVER September contract was trading at Rs 55169.00 down Rs 727.00, or 1.30%. The SILVER rate touched an intraday high of Rs 55678.00 and an intraday low of Rs 55105.00. So far 2006 contracts have been traded. SILVER prices have moved down Rs 5231.00, or 8.66% in the September series so far.",0.008148148,0.56962963,Positive
15466,Money Control,silver,20.06.2012,"At 15:58 hrs MCX SILVERMIC November contract was trading at Rs 57510.00 up Rs 27.00, or 0.05%. It touched an intraday high of Rs 57549.00 and an intraday low of Rs 57333.00. So far 433 contracts have been traded.",0.086666667,0.613333333,Positive
15470,Money Control,silver,20.06.2012,"At 15:01 hrs MCX SILVERM June contract was trading at Rs 54421.00 down Rs 55.00, or 0.10%. It touched an intraday high of Rs 54550.00 and an intraday low of Rs 54325.00. So far 20365 contracts have been traded.",0.026111111,0.532222222,Positive
15472,Money Control,silver,20.06.2012,"Silver prices were trading lower in major metros in India. In the Delhi market, Pure silver (999 purity) was down Rs 700 at Rs 55100 and in Ahmedabad market it was down Rs 655 at Rs 54845.",-0.008581349,0.394444444,Negative
15475,Money Control,silver,20.06.2012,"At 13:56 hrs MCX SILVER September contract was trading at Rs 55697.00 down Rs 93.00, or 0.17%. It touched an intraday high of Rs 55863.00 and an intraday low of Rs 55645.00. So far 858 contracts have been traded.",0.026111111,0.532222222,Positive
15482,Money Control,silver,19.06.2012,"Silver prices were trading higher in major metros in India. In the Ahmedabad market, Pure silver (999 purity) was up Rs 810 at Rs 55550 and in Delhi market it was up Rs 800 at Rs 55800.",0.175595238,0.5,Positive
15485,Money Control,silver,19.06.2012,"At 13:56 hrs MCX SILVERM June contract was trading at Rs 55095.00 up Rs 162.00, or 0.29%. It touched an intraday high of Rs 55217.00 and an intraday low of Rs 54931.00. So far 24454 contracts have been traded.",0.086666667,0.613333333,Positive
15486,Money Control,silver,19.06.2012,"At 13:44 hrs MCX SILVER December contract was trading at Rs 58050.00 up Rs 215.00, or 0.37%. It touched an intraday high of Rs 58062.00 and an intraday low of Rs 57926.00. So far 12 contracts have been traded.",0.086666667,0.613333333,Positive
15503,Money Control,silver,15.06.2012,"Silver prices were trading lower in major metros in India. In the Ahmedabad market, Pure silver (999 purity) was down Rs 505 at Rs 54995 and in Mumbai market it was down Rs 305 at Rs 55750.",-0.008581349,0.394444444,Negative
15505,Money Control,silver,15.06.2012,"At 14:35 hrs MCX SILVERM August contract was trading at Rs 55993.00 up Rs 148.00, or 0.27%. It touched an intraday high of Rs 56218.00 and an intraday low of Rs 55900.00. So far 2110 contracts have been traded.",0.086666667,0.613333333,Positive
15507,Money Control,silver,15.06.2012,"At 13:51 hrs MCX SILVER July contract was trading at Rs 54653.00 up Rs 212.00, or 0.39%. It touched an intraday high of Rs 54839.00 and an intraday low of Rs 54574.00. So far 10706 contracts have been traded.",0.086666667,0.613333333,Positive
15516,Money Control,silver,14.06.2012,"Silver prices were trading higher in major metros in India. In the Mumbai market, Pure silver (999 purity) was up Rs 615 at Rs 56560 and in Ahmedabad market it was up Rs 300 at Rs 55600.",0.175595238,0.5,Positive
15519,Money Control,silver,14.06.2012,"At 14:31 hrs MCX SILVER December contract was trading at Rs 58200.00 up Rs 322.00, or 0.56%. It touched an intraday high of Rs 58282.00 and an intraday low of Rs 58069.00. So far 10 contracts have been traded.",0.086666667,0.613333333,Positive
15521,Money Control,silver,14.06.2012,"At 13:49 hrs MCX SILVERM August contract was trading at Rs 56584.00 up Rs 181.00, or 0.32%. It touched an intraday high of Rs 56733.00 and an intraday low of Rs 56470.00. So far 1683 contracts have been traded.",0.086666667,0.613333333,Positive
15529,Money Control,silver,13.06.2012,"At 15:58 hrs MCX SILVER July contract was trading at Rs 55090.00 up Rs 14.00, or 0.03%. It touched an intraday high of Rs 55267.00 and an intraday low of Rs 54952.00. So far 14540 contracts have been traded.",0.086666667,0.613333333,Positive
15532,Money Control,silver,13.06.2012,"Today, Silver prices were trading higher in major metros in India. In the Delhi market. Pure silver (999 purity) was up Rs 600 at Rs 55600 and in Jaipur market it was up Rs 600 at Rs 55500.",0.175595238,0.5,Positive
15534,Money Control,silver,13.06.2012,"At 14:16 hrs MCX SILVERMIC June contract was trading at Rs 55060.00 down Rs 34.00, or 0.06%. It touched an intraday high of Rs 55292.00 and an intraday low of Rs 54961.00. So far 32030 contracts have been traded.",0.026111111,0.532222222,Positive
15544,Money Control,silver,12.06.2012,"On June 12, 2011, Silver prices slipped in Mumbai, Ahmedabad and Delhi markets but it was up in Chennai market. Pure silver (999 purity) was up Rs 200 at Rs 54500 in Chennai market, while in Mumbai market it was down Rs 165 at Rs 55735.",0.029365079,0.394444444,Positive
15545,Money Control,silver,12.06.2012,"At 13:36 hrs MCX SILVER July contract was trading at Rs 54605.00 down Rs 89.00, or 0.16%. It touched an intraday high of Rs 54733.00 and an intraday low of Rs 54537.00. So far 10023 contracts have been traded.",0.026111111,0.532222222,Positive
15552,Money Control,silver,11.06.2012,"At 15:50 hrs MCX SILVERM November contract was trading at Rs 57750.00 up Rs 483.00, or 0.84%. It touched an intraday high of Rs 57851.00 and an intraday low of Rs 57550.00. So far 168 contracts have been traded.",0.086666667,0.613333333,Positive
15554,Money Control,silver,11.06.2012,"At 15:20 hrs MCX SILVER July contract was trading at Rs 54727.00 up Rs 516.00, or 0.95%. It touched an intraday high of Rs 54844.00 and an intraday low of Rs 54315.00. So far 16859 contracts have been traded.",0.086666667,0.613333333,Positive
15563,Money Control,silver,08.06.2012,"At 15:46 hrs MCX SILVERM November contract was trading at Rs 57016.00 down Rs 135.00, or 0.24%. It touched an intraday high of Rs 57189.00 and an intraday low of Rs 56650.00. So far 260 contracts have been traded.",0.026111111,0.532222222,Positive
15565,Money Control,silver,08.06.2012,"At 15:30 hrs MCX SILVER December contract was trading at Rs 56936.00 down Rs 258.00, or 0.45%. It touched an intraday high of Rs 56936.00 and an intraday low of Rs 56559.00. So far 39 contracts have been traded.",0.026111111,0.532222222,Positive
15566,Money Control,silver,08.06.2012,"Silver prices were trading lower in major metros in India. In Jaipur market, Pure silver (999 purity) was down Rs 1600 at Rs 54000 and in Ahmedabad market it was down Rs 1325 at Rs 54025.",-0.008581349,0.394444444,Negative
15578,Money Control,silver,07.06.2012,"At 15:08 hrs MCX SILVERMIC November contract was trading at Rs 58274.00 down Rs 521.00, or 0.89%. It touched an intraday high of Rs 58626.00 and an intraday low of Rs 58169.00. So far 956 contracts have been traded.",0.026111111,0.532222222,Positive
15580,Money Control,silver,07.06.2012,"Silver prices were trading lower in major metros in India. In Chennai market, Pure silver (999 purity) was down Rs 1200 at Rs 54700 and in Ahmedabad market it was down Rs 350 at Rs 55300.",-0.008581349,0.394444444,Negative
15586,Money Control,silver,06.06.2012,"Way2Wealth has come out with its special report on COMEX Silver. As per the research firm, shortâ€“term traders can accumulate the long positions with a stop loss of $26.30/oz levels.",0.035714286,0.457142857,Positive
15588,Money Control,silver,06.06.2012,"At 15:09 hrs MCX SILVERMIC June contract was trading at Rs 55546.00 up Rs 1090.00, or 2.00%. It touched an intraday high of Rs 55750.00 and an intraday low of Rs 54500.00. So far 95697 contracts have been traded.",0.086666667,0.613333333,Positive
15590,Money Control,silver,06.06.2012,"Today silver prices gained in major metros in India. In Mumbai market, Pure silver (999 purity) was up Rs 1430 at Rs 56560 and in Jaipur market it was up Rs 1300 at Rs 55700.",0.138392857,0.5,Positive
15592,Money Control,silver,06.06.2012,"At 14:16 hrs MCX SILVERM August contract was trading at Rs 56947.00 up Rs 1115.00, or 2.00%. It touched an intraday high of Rs 57131.00 and an intraday low of Rs 55900.00. So far 5644 contracts have been traded.",0.086666667,0.613333333,Positive
15598,Money Control,silver,06.06.2012,"At 13:12 hrs MCX SILVER September contract was trading at Rs 56738.00 up Rs 913.00, or 1.64%. It touched an intraday high of Rs 56790.00 and an intraday low of Rs 55911.00. So far 1070 contracts have been traded.",0.086666667,0.613333333,Positive
15606,Money Control,silver,05.06.2012,"At 15:52 hrs MCX SILVERM August contract was trading at Rs 55646.00 up Rs 342.00, or 0.62%. It touched an intraday high of Rs 55675.00 and an intraday low of Rs 55384.00. So far 2040 contracts have been traded.",0.086666667,0.613333333,Positive
15611,Money Control,silver,05.06.2012,"At 14:44 hrs MCX SILVERMIC November contract was trading at Rs 57189.00 up Rs 311.00, or 0.55%. It touched an intraday high of Rs 57220.00 and an intraday low of Rs 57000.00. So far 274 contracts have been traded.",0.086666667,0.613333333,Positive
15614,Money Control,silver,05.06.2012,"At 13:12 hrs MCX SILVER July contract was trading at Rs 54125.00 up Rs 286.00, or 0.53%. It touched an intraday high of Rs 54199.00 and an intraday low of Rs 53905.00. So far 7635 contracts have been traded.",0.086666667,0.613333333,Positive
15623,Money Control,silver,04.06.2012,"At 15:20 hrs MCX SILVERM November contract was trading at Rs 57292.00 down Rs 163.00, or 0.28%. It touched an intraday high of Rs 57403.00 and an intraday low of Rs 56976.00. So far 135 contracts have been traded.",0.026111111,0.532222222,Positive
15626,Money Control,silver,04.06.2012,"At 15:00 hrs MCX SILVER July contract was trading at Rs 54201.00 down Rs 286.00, or 0.52%. It touched an intraday high of Rs 54423.00 and an intraday low of Rs 53979.00. So far 17555 contracts have been traded.",0.026111111,0.532222222,Positive
15636,Money Control,silver,01.06.2012,"At 15:50 hrs MCX SILVERMIC June contract was trading at Rs 53309.00 down Rs 831.00, or 1.53%. It touched an intraday high of Rs 54071.00 and an intraday low of Rs 53221.00. So far 92777 contracts have been traded.",0.026111111,0.532222222,Positive
15638,Money Control,silver,01.06.2012,"At 14:50 hrs MCX SILVERM August contract was trading at Rs 54763.00 down Rs 780.00, or 1.40%. It touched an intraday high of Rs 55450.00 and an intraday low of Rs 54662.00. So far 3904 contracts have been traded.",0.026111111,0.532222222,Positive
15641,Money Control,silver,01.06.2012,"At 14:10 hrs MCX SILVER December contract was trading at Rs 56540.00 down Rs 572.00, or 1.00%. It touched an intraday high of Rs 56780.00 and an intraday low of Rs 56540.00. So far 10 contracts have been traded.",0.026111111,0.532222222,Positive
