code,name,description,refreshed_at,from_date,to_date
GMK2017,"Gold Mini Futures, May 2017, GMK2017, MCX","Historical MCX Futures Prices: Gold Mini Futures, May 2017, GMK2017, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-06-2017 23:01,06-02-2017,01-06-2017
GMK2018,"Gold Mini Futures, May 2018, GMK2018, MCX","Historical MCX Futures Prices: Gold Mini Futures, May 2018, GMK2018, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",04-05-2018 23:05,06-02-2018,04-05-2018
GMM2014,"Gold Mini Futures, June 2014, GMM2014, MCX","Historical MCX Futures Prices: Gold Mini Futures, June 2014, GMM2014, Multi Commodity Exchange India.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",05-06-2014 17:05,11-04-2014,05-06-2014
GMM2015,"Gold Mini Futures, June 2015, GMM2015, MCX","Historical MCX Futures Prices: Gold Mini Futures, June 2015, GMM2015, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",05-06-2015 21:02,09-03-2015,05-06-2015
GMM2016,"Gold Mini Futures, June 2016, GMM2016, MCX","Historical MCX Futures Prices: Gold Mini Futures, June 2016, GMM2016, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-07-2016 22:02,07-03-2016,01-07-2016
GMM2017,"Gold Mini Futures, June 2017, GMM2017, MCX","Historical MCX Futures Prices: Gold Mini Futures, June 2017, GMM2017, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",05-06-2017 23:01,06-03-2017,05-06-2017
GMM2018,"Gold Mini Futures, June 2018, GMM2018, MCX","Historical MCX Futures Prices: Gold Mini Futures, June 2018, GMM2018, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",05-06-2018 23:01,06-03-2018,05-06-2018
GMN2014,"Gold Mini Futures, July 2014, GMN2014, MCX","Historical MCX Futures Prices: Gold Mini Futures, July 2014, GMN2014, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",05-07-2014 08:43,11-04-2014,04-07-2014
GMN2015,"Gold Mini Futures, July 2015, GMN2015, MCX","Historical MCX Futures Prices: Gold Mini Futures, July 2015, GMN2015, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",03-07-2015 21:02,06-04-2015,03-07-2015
GMN2016,"Gold Mini Futures, July 2016, GMN2016, MCX","Historical MCX Futures Prices: Gold Mini Futures, July 2016, GMN2016, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-08-2016 22:01,06-04-2016,01-08-2016
GMN2017,"Gold Mini Futures, July 2017, GMN2017, MCX","Historical MCX Futures Prices: Gold Mini Futures, July 2017, GMN2017, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",05-07-2017 23:01,06-04-2017,05-07-2017
GMN2018,"Gold Mini Futures, July 2018, GMN2018, MCX","Historical MCX Futures Prices: Gold Mini Futures, July 2018, GMN2018, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",05-07-2018 23:01,06-04-2018,05-07-2018
GMQ2014,"Gold Mini Futures, August 2014, GMQ2014, MCX","Historical MCX Futures Prices: Gold Mini Futures, August 2014, GMQ2014, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",05-08-2014 16:00,07-05-2014,05-08-2014
GMQ2015,"Gold Mini Futures, August 2015, GMQ2015, MCX","Historical MCX Futures Prices: Gold Mini Futures, August 2015, GMQ2015, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",05-08-2015 11:02,06-05-2015,05-08-2015
GMQ2016,"Gold Mini Futures, August 2016, GMQ2016, MCX","Historical MCX Futures Prices: Gold Mini Futures, August 2016, GMQ2016, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-09-2016 22:01,06-05-2016,01-09-2016
GMQ2017,"Gold Mini Futures, August 2017, GMQ2017, MCX","Historical MCX Futures Prices: Gold Mini Futures, August 2017, GMQ2017, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-09-2017 23:01,08-05-2017,01-09-2017
GMQ2018,"Gold Mini Futures, August 2018, GMQ2018, MCX","Historical MCX Futures Prices: Gold Mini Futures, August 2018, GMQ2018, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",03-08-2018 23:01,08-05-2018,03-08-2018
GMU2014,"Gold Mini Futures, September 2014, GMU2014, MCX","Historical MCX Futures Prices: Gold Mini Futures, September 2014, GMU2014, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",06-09-2014 00:08,09-06-2014,05-09-2014
GMU2015,"Gold Mini Futures, September 2015, GMU2015, MCX","Historical MCX Futures Prices: Gold Mini Futures, September 2015, GMU2015, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",04-09-2015 21:02,08-06-2015,04-09-2015
GMU2016,"Gold Mini Futures, September 2016, GMU2016, MCX","Historical MCX Futures Prices: Gold Mini Futures, September 2016, GMU2016, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",02-09-2016 22:12,06-06-2016,02-09-2016
GMU2017,"Gold Mini Futures, September 2017, GMU2017, MCX","Historical MCX Futures Prices: Gold Mini Futures, September 2017, GMU2017, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",05-09-2017 23:01,06-06-2017,05-09-2017
GMU2018,"Gold Mini Futures, September 2018, GMU2018, MCX","Historical MCX Futures Prices: Gold Mini Futures, September 2018, GMU2018, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",05-09-2018 23:01,06-06-2018,05-09-2018
GMV2014,"Gold Mini Futures, October 2014, GMV2014, MCX","Historical MCX Futures Prices: Gold Mini Futures, October 2014, GMV2014, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",02-10-2014 08:24,07-07-2014,01-10-2014
GMV2015,"Gold Mini Futures, October 2015, GMV2015, MCX","Historical MCX Futures Prices: Gold Mini Futures, October 2015, GMV2015, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",06-10-2015 11:02,06-07-2015,05-10-2015
GMV2016,"Gold Mini Futures, October 2016, GMV2016, MCX","Historical MCX Futures Prices: Gold Mini Futures, October 2016, GMV2016, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",05-10-2016 22:02,06-07-2016,05-10-2016
GMV2017,"Gold Mini Futures, October 2017, GMV2017, MCX","Historical MCX Futures Prices: Gold Mini Futures, October 2017, GMV2017, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-10-2017 23:01,06-07-2017,31-10-2017
GMV2018,"Gold Mini Futures, October 2018, GMV2018, MCX","Historical MCX Futures Prices: Gold Mini Futures, October 2018, GMV2018, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",05-10-2018 23:01,09-07-2018,05-10-2018
GMX2014,"Gold Mini Futures, November 2014, GMX2014, MCX","Historical MCX Futures Prices: Gold Mini Futures, November 2014, GMX2014, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",05-11-2014 10:36,06-08-2014,05-11-2014
GMX2015,"Gold Mini Futures, November 2015, GMX2015, MCX","Historical MCX Futures Prices: Gold Mini Futures, November 2015, GMX2015, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",06-11-2015 21:02,06-08-2015,05-11-2015
GMX2016,"Gold Mini Futures, November 2016, GMX2016, MCX","Historical MCX Futures Prices: Gold Mini Futures, November 2016, GMX2016, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",02-12-2016 20:03,08-08-2016,02-12-2016
GMX2017,"Gold Mini Futures, November 2017, GMX2017, MCX","Historical MCX Futures Prices: Gold Mini Futures, November 2017, GMX2017, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",24-01-2018 20:18,07-08-2017,01-12-2017
GMX2018,"Gold Mini Futures, November 2018, GMX2018, MCX","Historical MCX Futures Prices: Gold Mini Futures, November 2018, GMX2018, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",06-11-2018 16:17,06-08-2018,05-11-2018
GMZ2013,"Gold Mini Futures, December 2013, GMZ2013, MCX","Historical MCX Futures Prices: Gold Mini Futures, December 2013, GMZ2013, Multi Commodity Exchange India.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",05-12-2013 16:52,05-12-2013,05-12-2013
GMZ2014,"Gold Mini Futures, December 2014, GMZ2014, MCX","Historical MCX Futures Prices: Gold Mini Futures, December 2014, GMZ2014, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",05-12-2014 22:11,08-09-2014,05-12-2014
GMZ2015,"Gold Mini Futures, December 2015, GMZ2015, MCX","Historical MCX Futures Prices: Gold Mini Futures, December 2015, GMZ2015, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",07-12-2015 11:02,07-09-2015,04-12-2015
GMZ2016,"Gold Mini Futures, December 2016, GMZ2016, MCX","Historical MCX Futures Prices: Gold Mini Futures, December 2016, GMZ2016, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",05-12-2016 22:01,06-09-2016,05-12-2016
GMZ2017,"Gold Mini Futures, December 2017, GMZ2017, MCX","Historical MCX Futures Prices: Gold Mini Futures, December 2017, GMZ2017, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",24-01-2018 20:18,06-09-2017,01-01-2018
GMZ2018,"Gold Mini Futures, December 2018, GMZ2018, MCX","Historical MCX Futures Prices: Gold Mini Futures, December 2018, GMZ2018, Multi Commodity Exchange India. Trading Unit: 10 grams. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2018 23:08,06-09-2018,19-11-2018
GPF2014,"Gold Petal Futures, January 2014, GPF2014, MCX","Historical MCX Futures Prices: Gold Petal Futures, January 2014, GPF2014, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-01-2014 16:53,05-12-2013,31-01-2014
GPF2015,"Gold Petal Futures, January 2015, GPF2015, MCX","Historical MCX Futures Prices: Gold Petal Futures, January 2015, GPF2015, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-01-2015 11:11,01-10-2014,30-01-2015
GPF2016,"Gold Petal Futures, January 2016, GPF2016, MCX","Historical MCX Futures Prices: Gold Petal Futures, January 2016, GPF2016, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-02-2016 11:02,01-10-2015,29-01-2016
GPF2017,"Gold Petal Futures, January 2017, GPF2017, MCX","Historical MCX Futures Prices: Gold Petal Futures, January 2017, GPF2017, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",02-02-2017 13:17,03-10-2016,02-02-2017
GPF2018,"Gold Petal Futures, January 2018, GPF2018, MCX","Historical MCX Futures Prices: Gold Petal Futures, January 2018, GPF2018, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-01-2018 23:03,03-10-2017,31-01-2018
GPF2019,"Gold Petal Futures, January 2019, GPF2019, MCX","Historical MCX Futures Prices: Gold Petal Futures, January 2019, GPF2019, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2018 23:08,03-10-2018,19-11-2018
GPG2014,"Gold Petal Futures, February 2014, GPG2014, MCX","Historical MCX Futures Prices: Gold Petal Futures, February 2014, GPG2014, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",27-02-2014 17:39,05-12-2013,27-02-2014
GPG2015,"Gold Petal Futures, February 2015, GPG2015, MCX","Historical MCX Futures Prices: Gold Petal Futures, February 2015, GPG2015, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",27-02-2015 11:11,03-11-2014,27-02-2015
GPG2016,"Gold Petal Futures, February 2016, GPG2016, MCX","Historical MCX Futures Prices: Gold Petal Futures, February 2016, GPG2016, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-03-2016 11:02,02-11-2015,29-02-2016
GPG2017,"Gold Petal Futures, February 2017, GPG2017, MCX","Historical MCX Futures Prices: Gold Petal Futures, February 2017, GPG2017, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-03-2017 22:01,01-11-2016,01-03-2017
GPG2018,"Gold Petal Futures, February 2018, GPG2018, MCX","Historical MCX Futures Prices: Gold Petal Futures, February 2018, GPG2018, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",28-02-2018 23:01,01-11-2017,28-02-2018
GPG2019,"Gold Petal Futures, February 2019, GPG2019, MCX","Historical MCX Futures Prices: Gold Petal Futures, February 2019, GPG2019, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2018 23:08,01-11-2018,19-11-2018
GPH2014,"Gold Petal Futures, March 2014, GPH2014, MCX","Historical MCX Futures Prices: Gold Petal Futures, March 2014, GPH2014, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-03-2014 17:25,02-01-2014,31-03-2014
GPH2015,"Gold Petal Futures, March 2015, GPH2015, MCX","Historical MCX Futures Prices: Gold Petal Futures, March 2015, GPH2015, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-03-2015 11:03,01-12-2014,31-03-2015
GPH2016,"Gold Petal Futures, March 2016, GPH2016, MCX","Historical MCX Futures Prices: Gold Petal Futures, March 2016, GPH2016, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-04-2016 11:02,01-12-2015,31-03-2016
GPH2017,"Gold Petal Futures, March 2017, GPH2017, MCX","Historical MCX Futures Prices: Gold Petal Futures, March 2017, GPH2017, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-03-2017 23:02,23-11-2016,31-03-2017
GPH2018,"Gold Petal Futures, March 2018, GPH2018, MCX","Historical MCX Futures Prices: Gold Petal Futures, March 2018, GPH2018, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",28-03-2018 23:02,01-12-2017,28-03-2018
GPJ2014,"Gold Petal Futures, April 2014, GPJ2014, MCX","Historical MCX Futures Prices: Gold Petal Futures, April 2014, GPJ2014, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram.     Open, High, Low and Close prices are in Indian Rupees. Volume and Prev. Day Open Interest are in Lots.",30-04-2014 16:30,11-04-2014,30-04-2014
GPJ2015,"Gold Petal Futures, April 2015, GPJ2015, MCX","Historical MCX Futures Prices: Gold Petal Futures, April 2015, GPJ2015, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-04-2015 11:03,01-01-2015,30-04-2015
GPJ2016,"Gold Petal Futures, April 2016, GPJ2016, MCX","Historical MCX Futures Prices: Gold Petal Futures, April 2016, GPJ2016, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",02-05-2016 11:03,01-01-2016,29-04-2016
GPJ2017,"Gold Petal Futures, April 2017, GPJ2017, MCX","Historical MCX Futures Prices: Gold Petal Futures, April 2017, GPJ2017, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",28-04-2017 23:02,02-01-2017,28-04-2017
GPJ2018,"Gold Petal Futures, April 2018, GPJ2018, MCX","Historical MCX Futures Prices: Gold Petal Futures, April 2018, GPJ2018, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-04-2018 23:01,01-01-2018,30-04-2018
GPK2014,"Gold Petal Futures, May 2014, GPK2014, MCX","Historical MCX Futures Prices: Gold Petal Futures, May 2014, GPK2014, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-05-2014 08:14,11-04-2014,30-05-2014
GPK2015,"Gold Petal Futures, May 2015, GPK2015, MCX","Historical MCX Futures Prices: Gold Petal Futures, May 2015, GPK2015, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",29-05-2015 21:02,02-02-2015,29-05-2015
GPK2016,"Gold Petal Futures, May 2016, GPK2016, MCX","Historical MCX Futures Prices: Gold Petal Futures, May 2016, GPK2016, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-05-2016 22:01,01-02-2016,31-05-2016
GPK2017,"Gold Petal Futures, May 2017, GPK2017, MCX","Historical MCX Futures Prices: Gold Petal Futures, May 2017, GPK2017, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-06-2017 23:01,02-02-2017,01-06-2017
GPK2018,"Gold Petal Futures, May 2018, GPK2018, MCX","Historical MCX Futures Prices: Gold Petal Futures, May 2018, GPK2018, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-05-2018 23:00,01-02-2018,31-05-2018
GPM2014,"Gold Petal Futures, June 2014, GPM2014, MCX","Historical MCX Futures Prices: Gold Petal Futures, June 2014, GPM2014, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-06-2014 15:54,11-04-2014,30-06-2014
GPM2015,"Gold Petal Futures, June 2015, GPM2015, MCX","Historical MCX Futures Prices: Gold Petal Futures, June 2015, GPM2015, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-06-2015 11:02,03-03-2015,30-06-2015
GPM2016,"Gold Petal Futures, June 2016, GPM2016, MCX","Historical MCX Futures Prices: Gold Petal Futures, June 2016, GPM2016, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-07-2016 22:02,01-03-2016,01-07-2016
GPM2017,"Gold Petal Futures, June 2017, GPM2017, MCX","Historical MCX Futures Prices: Gold Petal Futures, June 2017, GPM2017, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-06-2017 23:02,02-03-2017,30-06-2017
GPM2018,"Gold Petal Futures, June 2018, GPM2018, MCX","Historical MCX Futures Prices: Gold Petal Futures, June 2018, GPM2018, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",29-06-2018 23:06,01-03-2018,29-06-2018
GPN2014,"Gold Petal Futures, July 2014, GPN2014, MCX","Historical MCX Futures Prices: Gold Petal Futures, July 2014, GPN2014, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-07-2014 16:18,07-05-2014,31-07-2014
GPN2015,"Gold Petal Futures, July 2015, GPN2015, MCX","Historical MCX Futures Prices: Gold Petal Futures, July 2015, GPN2015, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-07-2015 21:02,01-04-2015,31-07-2015
GPN2016,"Gold Petal Futures, July 2016, GPN2016, MCX","Historical MCX Futures Prices: Gold Petal Futures, July 2016, GPN2016, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-08-2016 22:01,01-04-2016,01-08-2016
GPN2017,"Gold Petal Futures, July 2017, GPN2017, MCX","Historical MCX Futures Prices: Gold Petal Futures, July 2017, GPN2017, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-08-2017 14:35,03-04-2017,31-07-2017
GPN2018,"Gold Petal Futures, July 2018, GPN2018, MCX","Historical MCX Futures Prices: Gold Petal Futures, July 2018, GPN2018, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-07-2018 23:03,02-04-2018,31-07-2018
GPQ2014,"Gold Petal Futures, August 2014, GPQ2014, MCX","Historical MCX Futures Prices: Gold Petal Futures, August 2014, GPQ2014, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",28-08-2014 16:00,07-05-2014,28-08-2014
GPQ2015,"Gold Petal Futures, August 2015, GPQ2015, MCX","Historical MCX Futures Prices: Gold Petal Futures, August 2015, GPQ2015, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-08-2015 11:02,01-05-2015,31-08-2015
GPQ2016,"Gold Petal Futures, August 2016, GPQ2016, MCX","Historical MCX Futures Prices: Gold Petal Futures, August 2016, GPQ2016, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-09-2016 22:01,02-05-2016,01-09-2016
GPQ2017,"Gold Petal Futures, August 2017, GPQ2017, MCX","Historical MCX Futures Prices: Gold Petal Futures, August 2017, GPQ2017, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-09-2017 23:01,02-05-2017,01-09-2017
GPQ2018,"Gold Petal Futures, August 2018, GPQ2018, MCX","Historical MCX Futures Prices: Gold Petal Futures, August 2018, GPQ2018, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-08-2018 23:03,01-05-2018,30-08-2018
GPU2014,"Gold Petal Futures, September 2014, GPU2014, MCX","Historical MCX Futures Prices: Gold Petal Futures, September 2014, GPU2014, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-09-2014 16:07,04-06-2014,30-09-2014
