Serial,Source,Commodity,Date,Sentence,Polarity,Subjectivity,Sentiment_Type
7078,Money Control,oil,18.05.2015,"Despite these Middle East conflicts, analysts said oil markets remained oversupplied, and that the glut could worsen if US -production picked up and output by producer-club OPEC remained strong.",0.216666667,0.366666667,Positive
7081,Money Control,oil,18.05.2015,"Saudi Arabia-led coalition air strikes resumed against rebel positions in Yemen's south after a five-day ceasefire expired yesterday, as fighting raged between Shia Huthi rebels and loyalists of exiled president Abedrabbo Mansour Hadi.",0,0,Neutral
7082,Money Control,oil,18.05.2015,The Organisation of the Petroleum Exporting Countries (OPEC) is unlikely to implement a production cut at its next meeting in June.,-0.25,0.25,Negative
7085,Money Control,oil,15.05.2015,Oil futures decline with eyes on U.S. data,0,0,Neutral
7089,Money Control,oil,15.05.2015,"Way2Wealth has recommended to sell MCX Crude oil May around Rs 3811 with a stop loss of Rs 3876 for the target price of Rs 3723/3665, in its research report dated May 15, 2015.",-0.7,1,Negative
7090,Money Control,oil,15.05.2015,"US crude is set to rise for a ninth week, which would be the benchmark's longest winning streak since 1983. US crude stockpiles have fallen from record levels, while international oil agencies have cut US production forecasts after low prices hurt shale producers.",-0.18,0.61,Negative
7097,Money Control,oil,14.05.2015,Oil prices edge higher but gains checked,0.25,0.5,Positive
7103,Money Control,oil,14.05.2015,"China, the world's top energy consumer, saw its economy losing more steam in April despite easier monetary policy, while Europe's largest economy, Germany, slowed in the first quarter. In the United States, retail sales were flat in April, dampening hopes of a sharp rebound in growth in the second quarter.",0.183333333,0.368055556,Positive
7105,Money Control,oil,14.05.2015,NYMEX crude weaker in Asia as production outlooks see oil everywhere,-0.7,1,Negative
7108,Money Control,oil,13.05.2015,WTI oil futures hit session highs after bullish U.S. supply data,0,0,Neutral
7113,Money Control,oil,13.05.2015,"Way2Wealth has recommended to buy MCX Crude oil May around Rs 3885 with a stop loss of Rs 3820 for the target price of Rs 3988, in its research report dated May 13, 2015.",-0.7,1,Negative
7118,Money Control,oil,13.05.2015,"US benchmark West Texas Intermediate (WTI) for June delivery gained 46 cents to USD 61.21 while Brent crude for June rose 20 cents to USD 67.06 in mid-morning trade. WTI surged USD 1.50 in New York while Brent closed up USD 1.95 in London, gaining support from a weaker US dollar.",-0.015909091,0.626136364,Negative
7120,Money Control,oil,13.05.2015,OPEC has raised its 2015 global demand growth forecast to 1.18 million barrels per day compared to last month's estimate of 1.17 million,0,0.033333333,Neutral
7121,Money Control,oil,12.05.2015,WTI oil futures rise ahead of U.S. API supply report,0,0,Neutral
7124,Money Control,oil,12.05.2015,"Oil futures inch higher ahead of U.S. supply data, OPEC report",0.25,0.5,Positive
7128,Money Control,oil,12.05.2015,"According to Sushil Finance, crude oil prices to trade negative on the back of profit booking after sharp rise in prices.",-0.28125,0.5375,Negative
7130,Money Control,oil,12.05.2015,NYMEX crude oil gains in early Asia as investors eye U.S. supply data,-0.3,0.65,Negative
7147,Money Control,oil,08.05.2015,US benchmark West Texas Intermediate (WTI) for June delivery eased eight cents to USD 58.86 while Brent crude for June gained seven cents to USD 65.61 in late-morning trade. WTI tumbled USD 1.99 in New York and Brent closed down USD 2.23 in London.,-0.20479798,0.460858586,Negative
7149,Money Control,oil,08.05.2015,"Oil prices tumbled 3 percent on Thursday as a resurgent dollar erased gains from the past two sessions, and after some US producers said they would ramp up drilling after months of falling activity if prices continued to rise.",-0.25,0.25,Negative
7152,Money Control,oil,07.05.2015,"Geofin Comtrade has come out with its report on agricultural commodities. The research firm has recommended to sell Refined Soy oil on dip, Jeera below Rs 17300, and buy Cardamom on pullback in its research report dated May 07, 2015.",-0.2,0.4,Negative
7154,Money Control,oil,07.05.2015,"Way2Wealth has recommended to sell MCX Mentha oil May at Rs 983 with a stop loss of Rs 1005 for the target price of Rs 963/947, in its research report dated May 07, 2015.",0,0,Neutral
7155,Money Control,oil,07.05.2015,WTI oil futures hold near 5-month peak on U.S. supply outlook,0.1,0.4,Positive
7159,Money Control,oil,07.05.2015,"The jump in oil prices has been supported by stronger-than-expected demand growth and a slowdown in crude supply, yet traders said that global crude markets remained well supplied, prompting many to sell contracts to cash in on the recent rally.",-0.18,0.55,Negative
7163,Money Control,oil,06.05.2015,"Way2Wealth has recommended to buy MCX Crude oil May around Rs 3813 with a stop loss of Rs 3756 for the target price of Rs 3926/3980, in its research report dated May 06, 2015.",-0.7,1,Negative
7165,Money Control,oil,06.05.2015,"Geofin Comtrade has come out with its report on agricultural commodities. The research firm has recommended to buy RM Seed on dip, Refined Soy oil above Rs 604, and sell Jeera on pullback in its research report dated May 05, 2015.",-0.1,0.25,Negative
7167,Money Control,oil,06.05.2015,"In futures trading at the Multi Commodity Exchange, crude oil for delivery in May shot up by Rs 66, or 1.71 percent , to Rs 3,923 per barrel, with a business turnover of 3,292 lots.",-0.7,1,Negative
7168,Money Control,oil,06.05.2015,"Oil bulls have pushed prices higher this week, after a rally of between 20 percent and 25 percent in April, despite a continued build in US crude stockpiles and indications that the OPEC cartel will keep production at current high levels at a meeting next month.",-0.058,0.488,Negative
7169,Money Control,oil,06.05.2015,US oil prices are heading into a sweet spot that could spur the fracking industry to crank up some of the drilling it shut down when crude prices collapsed.,-0.168518519,0.646296296,Negative
7174,Money Control,oil,05.05.2015,"Influential Saudi Oil Minister, Ali Al-Naimi, told CNBC Tuesday that ""no one can set the price of oil - it's up to Allah.""",0,0,Neutral
7176,Money Control,oil,05.05.2015,WTI oil races above $60 a barrel ahead of U.S. API supply report,0,0.1,Neutral
7178,Money Control,oil,05.05.2015,"Geofin Comtrade has come out with its report on agricultural commodities. The research firm has recommended to buy Refined Soy oil above Rs 598, CPO above Rs 449, and sell Jeera on pullback in its research report dated May 05, 2015.",-0.066666667,0.2,Negative
7186,Money Control,oil,04.05.2015,"US benchmark West Texas Intermediate fell 27 cents to USD 58.88 while Brent eased 13 cents to USD 66.33 in mid-morning trade. Financial markets in Japan, Thailand and Malaysia were closed for a public holiday.",-0.033333333,0.055555556,Negative
7195,Money Control,oil,30.04.2015,"According to Angel Commodities, crude oil prices are expected to trade higher as the first withdrawal of crude oil inventories in Cushing is indicating that oil glut might ease in the coming months.",-0.2,0.646666667,Negative
7196,Money Control,oil,30.04.2015,Crude oil futures trade near 5-month highs on U.S. supply outlook,-0.3,0.7,Negative
7200,Money Control,oil,30.04.2015,"The US Commerce Department said yesterday that the world's biggest economy and top oil consuming nation stalled in the first quarter this year, expanding at an annual pace of just 0.2 percent , much slower than the 1.0 percent growth expected by analysts.",0.2125,0.358333333,Positive
7203,Money Control,oil,30.04.2015,Japanese industrial output fell 0.3 percent in March adding to mounting evidence of an export-driven economy struggling to regain momentum amid slowing global growth.,0,0,Neutral
7212,Money Control,oil,29.04.2015,"Way2Wealth has recommended to sell MCX Mentha oil May around Rs 994 with a stop loss of Rs 1012 for the target price of Rs 975/962, in its research report dated April 29, 2015.",0,0,Neutral
7213,Money Control,oil,29.04.2015,WTI oil futures retreat ahead of U.S. weekly supply report,0,0,Neutral
7216,Money Control,oil,29.04.2015,US benchmark West Texas Intermediate fell 18 cents to USD 56.88 while Brent crude slipped 16 cents to USD 64.48 in mid-morning trade.,-0.7,1,Negative
7219,Money Control,oil,28.04.2015,U.S. oil futures reverse losses ahead of API supply report,0,0,Neutral
7224,Money Control,oil,28.04.2015,"While a roughly 50 percent drop in global oil prices since June last year has helped economies in Asia, it has posed ""difficult challenges"" for many oil producers",-0.02,0.393333333,Negative
7227,Money Control,oil,28.04.2015,"Oil prices have shed about half their value since last June as global supplies of the commodity, boosted by strong production in the United States and the OPEC cartel, outpace demand.",0.066666667,0.241666667,Positive
7232,Money Control,oil,27.04.2015,"Brent crude futures have risen 45 percent. If that is sustained or even increased throughout this year, inflation next year could rise significantly, posing questions for policymakers largely committed to ultra-loose policy.",-0.027678571,0.575892857,Negative
7241,Money Control,oil,27.04.2015,Brent oil futures trade near 5-month high on Mideast violence,0.13,0.47,Positive
7256,Money Control,oil,24.04.2015,"Geofin Comtrade has come out with its report on agricultural commodities. The research firm has recommended to buy Chana, Refined Soy oil on dips, RMseed above Rs 588 in its research report dated April 24, 2015.",-0.1,0.25,Negative
7258,Money Control,oil,24.04.2015,"Way2Wealth has recommended to buy MCX Crude oil May above Rs 3720 with a stop loss of Rs 3649 for the target price of Rs 3850, in its research report dated April 24, 2015.",-0.35,0.55,Negative
7261,Money Control,oil,24.04.2015,"Crude prices on both sides of the Atlantic have surged almost USD 10 a barrel this month amid rising tension in the Middle East, while slowing US production growth and signs of stronger global demand have also provided support.",-0.233333333,0.333333333,Negative
7262,Money Control,oil,24.04.2015,US benchmark West Texas Intermediate (WTI) fell 26 cents to USD 57.48 while Brent eased 26 cents to USD 64.59 in late-morning trade. WTI yesterday gained USD 1.58 and Brent advanced USD 2.12.,0.4,0.6,Positive
7264,Money Control,oil,23.04.2015,Oil futures slip lower on rising U.S. stockpiles,0,0,Neutral
7267,Money Control,oil,23.04.2015,"Geofin Comtrade has come out with its report on agricultural commodities. The research firm has recommended to buy Chana on dip, Refined Soy oil above Rs 588 and sell Cardamom on pullback in its research report dated April 23, 2015.",-0.1,0.25,Negative
7268,Money Control,oil,23.04.2015,"Achiievers has recommended to sell MCX  Crude Oil May at Rs 3600 for the target price of Rs 3552-3510-3470 with a stop loss of Rs  3660 , in its research report dated April 23, 2015.",-0.7,1,Negative
7269,Money Control,oil,23.04.2015,"According to Karvy, Mentha oil April futures prices are expected to trade on down side in todayës trading session. However, farmers are in reluctance in selling their produce at lower rates might cushion mentha oil prices from sharp fall.",-0.126851852,0.47962963,Negative
7270,Money Control,oil,23.04.2015,"According to Angel Commodities, crude oil prices is expected to trade sideways as rising crude inventories is a cause of concern while strike by Saudi in Yemen raises geo-political tensions in the region.",-0.5,0.8,Negative
7278,Money Control,oil,22.04.2015,"Oil prices had gained nearly $10 a barrel this month on tensions in the Middle East and concerns over slowing output growth in the United States, before starting to drop back.",0.025,0.125,Positive
7280,Money Control,oil,22.04.2015,"Oil futures drop on rising U.S. stockpiles, easing Yemen tensions",0,0,Neutral
7285,Money Control,oil,22.04.2015,US benchmark West Texas Intermediate fell 52 cents to USD 56.09 while Brent crude fell 42 cents to USD 61.66 in late-morning trade.,-0.7,1,Negative
7287,Money Control,oil,22.04.2015,NYMEX crude oil falls in Asia as API data shows solid builds in stocks,-0.35,0.55,Negative
7297,Money Control,oil,21.04.2015,"The oil for delivery in June fell by Rs 19, or 0.51 percent, to Rs 3,3742 per barrel in 470 lots, in the light of dampened sentiments due to easing in prices of crude oil in Asian trade",-0.10625,0.51875,Negative
7308,Money Control,oil,21.04.2015,"The People's Bank of China Sunday cut by one percentage point the amount of cash lenders must keep in reserve, the second reduction this year and the latest easing measure aimed at kickstarting the world's number-two economy.",0.25,0.45,Positive
7311,Money Control,oil,20.04.2015,"Oil futures turn lower on Saudi Arabia comments, stronger dollar",0,0,Neutral
7315,Money Control,oil,20.04.2015,"Brent crude was trading at USD 63.73 per barrel at 0748 GMT, down from an intraday peak of USD 64.34, while US crude for May delivery was at USD 56.14 a barrel, down from an earlier high of USD 56.65.",-0.258518519,0.602962963,Negative
7318,Money Control,oil,20.04.2015,US benchmark West Texas Intermediate for May delivery gained 68 cents to USD 56.42 while Brent crude for June gained 70 cents to USD 64.15 in afternoon trade.,-0.7,1,Negative
7325,Money Control,oil,18.04.2015,"Crude futures fell from 2015 peaks in choppy trading on Friday, but Brent's 9.6 percent weekly gain was its biggest in more than five years as Middle East turmoil and signs of lower US production lifted prices.",-0.1,0.425,Negative
7332,Money Control,oil,17.04.2015,"Geofin Comtrade has come out with its report on agricultural commodities. The research firm has recommended to buy Refined Soy oil on dip, Chana above Rs 4050 and sell Cardamom on pullbacks in its research report dated April 17, 2015.",-0.1,0.25,Negative
7334,Money Control,oil,17.04.2015,"Oil prices retreat on profit-takingPrices rose for the sixth day running yesterday -- with WTI hitting its highest level since December - on news that US shale output, which has contributed to a global supply glut, may be on the cusp of easing.",0.3,0.475,Positive
7340,Money Control,oil,17.04.2015,"Crude oil post modest gains, amid forecasts for slower U.S. production",-0.3,0.95,Negative
7347,Money Control,oil,16.04.2015,"According to Karvy, at the domestic front, the arrivals might further decrease and consequently menthe oil prices might trade on a strong note.",0.144444444,0.444444444,Positive
7348,Money Control,oil,16.04.2015,"According to Angel Commodities, Crude oil prices may trade higher continuing its positive momentum from the previous trading session. Slowdown in the US production on account of declining oil rigs would also act as a positive factor.",-0.032424242,0.551515152,Negative
7351,Money Control,oil,16.04.2015,"The Department of Energy (DoE) said crude inventories rose by 1.29 million barrels in the week to April 10, much lower than the surge expected by analysts. Rises in US reserves are indicative of slack demand in the world's top crude consumer.",-0.033333333,0.675,Negative
7355,Money Control,oil,16.04.2015,"US crude inventories rose less than expected last week, although hitting a record level for a 14th consecutive week, to 483.69 million barrels.",-0.073333333,0.496666667,Negative
7359,Money Control,oil,15.04.2015,"The IEA's expectation for a ""notable acceleration"" in demand for oil in 2015 comes as Iran called on fellow Organisation of Petroleum Exporting Countries (OPEC) members to cut production.",0.5,0.5,Positive
7363,Money Control,oil,15.04.2015,"The agency raised its forecast for global oil demand growth in 2015 for a second consecutive month, citing stronger-than-expected pockets of demand in markets such as Europe, India and the United States.",0,0.166666667,Neutral
7365,Money Control,oil,15.04.2015,WTI oil futures rally above $54 ahead of weekly inventory data,0,0.1,Neutral
7375,Money Control,oil,14.04.2015,WTI oil futures rise above $52 on hopes for reduced U.S. output,0,0.1,Neutral
7376,Money Control,oil,14.04.2015,"Crude oil edges up, as record supply and Yemen remain in focus",-0.7,1,Negative
7382,Money Control,oil,13.04.2015,Crude oil futures rally $1 as China stimulus bets fuel risk appetite,-0.7,1,Negative
7388,Money Control,oil,13.04.2015,"Many money investors are calling a bottom in oil prices, as speculators in US crude oil futures and options raised net long positions by some 52 million barrels in the week to April 7, data from the US Commodity Futures Trading Commission showed. That was the biggest one-week rise in bullish bets since 2011, according to CFTC data.",-0.0625,0.475,Negative
7393,Money Control,oil,11.04.2015,Crude oil futures rise amid sharpest U.S. rig reduction in four weeks,-0.7,1,Negative
7404,Money Control,oil,10.04.2015,"Top oil producer Saudi Arabia has raised pricing for its crude shipments to Asia, the kingdom's biggest market, in a sign of increased demand. However, a global supply glut remains a dampener for any rally.",-0.066666667,0.5,Negative
7411,Money Control,oil,09.04.2015,US benchmark West Texas Intermediate (WTI) advanced 47 cents to USD 50.89 a barrel and Brent added 51 cents to USD 56.06 in late-morning trade.,0.4,0.6,Positive
7412,Money Control,oil,09.04.2015,"Crude oil plunges following record buildup, increasing supply concerns",-0.35,0.55,Negative
7419,Money Control,oil,08.04.2015,"Way2Wealth has recommended to buy MCX Crude oil Apr around Rs 3310 with a stop loss of Rs 3250 for the target price of Rs 3404, in its research report dated April 08, 2015.",-0.7,1,Negative
7425,Money Control,oil,08.04.2015,US benchmark West Texas Intermediate (WTI) for May delivery declined USD 1.03 to USD 52.95 and Brent crude for May dropped 64 cents to USD 58.46 in late-morning trade.,-0.7,1,Negative
7432,Money Control,oil,07.04.2015,"Geofin Comtrade has come out with its report on agricultural commodities. The research firm has recommended to buy Refined Soy oil on dip, Chana above Rs 3825 and sell Cardamom on pullbacks in its research report dated April 07, 2015.",-0.1,0.25,Negative
7437,Money Control,oil,07.04.2015,"Crude oil futures surge amid increased Saudi prices, reduced U.S. output",-0.7,1,Negative
7439,Money Control,oil,06.04.2015,WTI oil futures surge 3% on hopes for reduced U.S. output,0,0,Neutral
7443,Money Control,oil,06.04.2015,Oil futures rally more than $1 as investors assess Iran deal,0.5,0.5,Positive
7446,Money Control,oil,06.04.2015,"Geofin Comtrade has come out with its report on agricultural commodities. The research firm has recommended to buy Chana on dip, Refined Soy oil above Rs 594 and sell Cardamom on pullbacks in its research report dated April 06, 2015.",-0.1,0.25,Negative
7450,Money Control,oil,06.04.2015,US benchmark West Texas Intermediate (WTI) gained 82 cents to USD 49.96 while Brent rose 81 cents to USD 55.76 in late-morning trade.,0.6,0.95,Positive
7456,Money Control,oil,01.04.2015,WTI oil futures extend gains after weekly U.S. supply data,0,0,Neutral
7460,Money Control,oil,01.04.2015,Oil futures down for 4th straight session as markets eye Iran talks,0.022222222,0.344444444,Positive
7461,Money Control,oil,01.04.2015,"Talks between Iran and six world powers to settle a dispute around Tehran's nuclear programme extended beyond a Tuesday deadline, as the parties edged towards a deal but failed to agree on crucial details such as the lifting of UN sanctions.",-0.166666667,0.6,Negative
7462,Money Control,oil,01.04.2015,"Accordint to Angel Commodities, Crude oil prices are expected to trade lower today owing to cautious stance ahead of jobs data from the US on Friday.",-0.4,0.7,Negative
7467,Money Control,oil,31.03.2015,"With a self-imposed deadline set for the end of the day, the United States, Britain, France, Germany, Russia and China ramped up the pace of negotiations with Iran in Switzerland over an outline deal on Tehran's nuclear programme.",0,0,Neutral
7470,Money Control,oil,31.03.2015,Crude oil futures tumble 2% as Iran nuclear talks near conclusion,-0.3,0.7,Negative
7476,Money Control,oil,31.03.2015,Oil futures down for 3rd straight session as markets eye Iran deal,0.014814815,0.22962963,Positive
7479,Money Control,oil,31.03.2015,"Oil futures extended losses on Tuesday, as Iran and six world powers ramped up the pace of negotiations to reach a preliminary deal that could ease sanctions and allow more Iranian crude onto world markets.",-0.1,0.75,Negative
7480,Money Control,oil,31.03.2015,Foreign ministers of US-led major world powers are racing to beat a midnight deadline to nail down a framework deal with Iran they hope will put an atomic bomb out of the Islamic republic's reach.,-0.072685185,0.30462963,Negative
7485,Money Control,oil,30.03.2015,Crude oil turns higher as markets monitor progress over Iran deal,-0.225,0.75,Negative
7492,Money Control,oil,30.03.2015,US benchmark West Texas Intermediate for May delivery fell 71 cents to USD 48.16 and Brent crude for May eased 35 cents to USD 56.06 in late-morning trade.,-0.7,1,Negative
7493,Money Control,oil,30.03.2015,"In the United states, the oil rig count continued to fall as producers adjust to lower prices, although analysts said that lower drilling activity would only affect actual oil production later this year.",0,0.366666667,Neutral
7494,Money Control,oil,30.03.2015,NYMEX crude oil down in Asia as investors keep eye on Yemen,-0.427777778,0.644444444,Negative
7495,Money Control,oil,29.03.2015,Crude oil futures - weekly outlook: March 30 - April 3,-0.7,1,Negative
7496,Money Control,oil,28.03.2015,"The Goldman Sachs note, published late last week, adds that while it believes ""the new equilibrium price for oil is USD 65 a barrel for WTI [West Texas Intermediate] and USD 70 a barrel for Brent, the risks are skewed to the downside.""",-0.054545455,0.373737374,Negative
7504,Money Control,oil,27.03.2015,"India imports about 80 percent of its daily crude oil requirements, making it a major contributor to the country's import bill.",-0.2125,0.5,Negative
7505,Money Control,oil,27.03.2015,"The ongoing conflict between Saudi Arabia and Yemen may have resulted in oil prices flaring up suddenly in the past few days but it is not going to be a ‚Äúturning point‚Äù for crude, according to Seth Kleinman, head of energy strategy at Citi.",-0.2875,0.4625,Negative
7508,Money Control,oil,27.03.2015,US benchmark West Texas Intermediate for May delivery fell 83 cents to USD 50.60 and Brent crude for May eased 75 cents to USD 58.44 in late-morning trade.,-0.7,1,Negative
7512,Money Control,oil,26.03.2015,"Discussing the situation wtih CNBC-TV18's Menaka Doshi, Richard Mallinson of Energy Aspects said the recent spike because of geopolitical concerns was a ""knee-jerk"" reaction but added oil is anyway headed due to increasing demand and falling production.",-0.0625,0.3125,Negative
7518,Money Control,oil,26.03.2015,Oil futures soar 6% after Saudi Arabia strikes in Yemen,0,0,Neutral
7519,Money Control,oil,26.03.2015,"Crude prices have spiked a bit in the past few days after Saudi Arabia launched airstrikes in Yemen. But in an interview with CNBC-TV18's Anuj Singhal and Ekta Batra, David Lennox, Analyst at Fat Prophets, said he does not expect geopolitical concerns to majorly impact crude prices.",-0.3575,0.57,Negative
7520,Money Control,oil,26.03.2015,"Way2Wealth has recommended to buy MCX Crude oil April around Rs 3075 with a stop loss of Rs 3030 for the target price of Rs 3117/3163, in its research report dated March 26, 2015.",-0.7,1,Negative
7525,Money Control,oil,26.03.2015,The strike against Iran-backed Houthi rebels who have driven the president from the country's capital could stoke concerns about the security of oil shipments from the Middle East.,0,0,Neutral
7526,Money Control,oil,26.03.2015,"Crude oil prices surge, as geopolitical risks surrounding Yemen mount",-0.7,1,Negative
7528,Money Control,oil,25.03.2015,WTI oil off the highs after bearish U.S. supply data,0,0,Neutral
7534,Money Control,oil,25.03.2015,U.S. oil futures edge lower ahead of supply report,0,0,Neutral
7535,Money Control,oil,25.03.2015,"Karvy has suggested selling Mentha oil from higher levels for March future contract in todayës trading session, in its research report dated March 25, 2015.",0.125,0.3125,Positive
7537,Money Control,oil,25.03.2015,Oil prices have fallen sharply amid weaker Asian and European demand and a boom in North American production. US crude futures have dropped more than 60 percent since highs last summer and were at around USD 47.40 a barrel on Tuesday.,-0.046428571,0.330952381,Negative
7539,Money Control,oil,25.03.2015,"According to Angel Commodities, oil prices are expected to trade lower taking cues from weak international markets.",-0.158333333,0.341666667,Negative
7542,Money Control,oil,25.03.2015,Brent oil futures were trading at USD 55.13 a barrel at 0229 GMT and US WTI crude was at USD 47.48 a barrel - both virtually unchanged from their last settlement.,-0.35,0.533333333,Negative
7543,Money Control,oil,24.03.2015,Oil futures fluctuate in choppy trade with dollar in focus,-0.2,0.2,Negative
7548,Money Control,oil,24.03.2015,"Crude oil soars amid weaker dollar, as supply levels come under scrutiny",-0.7,1,Negative
7550,Money Control,oil,23.03.2015,Crude oil futures turn higher as dollar gives up gains,-0.225,0.75,Negative
7555,Money Control,oil,23.03.2015,Crude oil futures tumble 2% on bearish Saudi comments,-0.7,1,Negative
7560,Money Control,oil,23.03.2015,"Since oil prices started to fall in June 2014, many analysts have expected Saudi Arabia, OPEC's biggest producer, to curb its output.",0.2,0.45,Positive
7561,Money Control,oil,23.03.2015,Crude oil prices slump in Asia as oversupply concerns dominate,-0.7,1,Negative
7563,Money Control,oil,21.03.2015,Crude oil surges amid weak dollar and new federal standards on fracking,-0.312878788,0.693181818,Negative
7565,Money Control,oil,20.03.2015,Crude oil rallies over 2% as dollar softens,-0.7,1,Negative
7583,Money Control,oil,19.03.2015,Crude oil futures retreat more than 2% after Wednesday's rally,-0.1,0.75,Negative
7587,Money Control,oil,19.03.2015,"Crude prices surged after the Fed's statement, which noted that US economic growth had ""moderated somewhat"" since January. The Fed dropped a pledge to remain ""patient"" on raising interest rates, signaling a midyear federal funds rate hike remained possible after keeping it at the zero level for more than six years",1.39E-17,0.675,Positive
7592,Money Control,oil,18.03.2015,"China's purchases to fill its strategic petroleum reserves (SPR) had been one of the main drivers of Asian demand since August of last year, with the No.2 oil consumer taking up cheap crude to fill its tanks despite slowing economic growth.",0.011111111,0.383333333,Positive
7597,Money Control,oil,18.03.2015,U.S. oil trades below $43 ahead of supply report,0,0,Neutral
7603,Money Control,oil,18.03.2015,"Crude oil futures continue downward path, ahead of Wednesday Fed meeting",-0.7,1,Negative
7604,Money Control,oil,17.03.2015,Crude oil futures sink on Iran nuclear deal progress,-0.7,1,Negative
7611,Money Control,oil,17.03.2015,"The US dollar`s rally in recent sessions has had little impact on the currencies of Gulf countries, compared to other major oil-producing nations.",-0.0625,0.40625,Negative
7612,Money Control,oil,17.03.2015,"US benchmark West Texas Intermediate (WTI) for April delivery was down eight cents to USD 43.80 in late morning trade, the lowest since March 2009. Brent crude for May, a new contract, rose 27 cents to USD 54.21.",-0.083838384,0.658686869,Negative
7619,Money Control,oil,16.03.2015,"Brent, WTI oil futures tumble 2% after OPEC report",0,0,Neutral
7625,Money Control,oil,16.03.2015,U.S. oil futures trim losses after plunging to 6-year low,0,0.3,Neutral
7626,Money Control,oil,16.03.2015,"Way2Wealth has recommended to sell MCX Crude oil Apr around Rs 3090 with a stop loss of Rs 3173 for the target price of Rs 2900, in its research report dated March 16, 2015.",-0.7,1,Negative
7631,Money Control,oil,16.03.2015,"US crude fell to USD 43.57, the lowest since March 2009, while Brent slipped to USD 53.34 in early trading on Monday after the dollar index closed above 100 on Friday for the first time since April 2003 to hit fresh 12-year highs.",-0.025,0.388888889,Negative
7634,Money Control,oil,14.03.2015,"Oil began the day lower after the IEA, which advises industrialized countries on energy, warned the global glut was building and the United States may soon run out of tanks to store crude.",-0.35,0.5,Negative
7636,Money Control,oil,13.03.2015,"Crude oil drops over 1%, U.S. data on tap",-0.7,1,Negative
7643,Money Control,oil,13.03.2015,"Way2Wealth has recommended to sell MCX Crude oil Mar around Rs 3023 with a stop loss of Rs 3088 for the target price of Rs 2915, in its research report dated March 13, 2015.",-0.7,1,Negative
7648,Money Control,oil,13.03.2015,US benchmark West Texas Intermediate (WTI) rose 12 cents to USD 47.17 and Brent climbed 31 cents to USD 57.39 in late-morning trade.,0.6,0.95,Positive
7649,Money Control,oil,12.03.2015,"WTI oil falls, Brent rises as spread hits more than $10",0.5,0.5,Positive
7665,Money Control,oil,11.03.2015,"Watch the interview of Jonathan Barratt, Economist & CIO at Ayers Alliance with Ekta Batra and Anuj Singhal on CNBC-TV18. He spoke about the current trend in commodities markets.",0,0.4,Neutral
7671,Money Control,oil,10.03.2015,"Oil analysts say the strong production in the US should ultimately wind down, as the output of some wells in operation declines and more wells are shut in. But for now, as seasonal factors like refinery maintenance affect demand, US production could be a catalyst for even lower prices and a new bottom for crude.",0.035690236,0.662794613,Positive
7672,Money Control,oil,10.03.2015,WTI oil futures under pressure ahead of API supply report,0,0,Neutral
7675,Money Control,oil,10.03.2015,Brent oil futures fall below $58 as dollar hits 11-year high,0.16,0.54,Positive
7680,Money Control,oil,10.03.2015,"Oil analysts say the strong production in the US should ultimately wind down, as the output of some wells in operation declines and more wells are shut in. But for now, as seasonal factors like refinery maintenance affect demand, US production could be a catalyst for even lower prices and a new bottom for crude.",0.035690236,0.662794613,Positive
7681,Money Control,oil,10.03.2015,"NYMEX crude oil up in Asia as API data awaited, China price data mixed",-0.35,0.625,Negative
7682,Money Control,oil,09.03.2015,WTI oil futures jump 2% as dollar rally pauses,0,0,Neutral
7686,Money Control,oil,09.03.2015,Brent oil futures fall below $59 on bearish OPEC comments,0,0,Neutral
7706,Money Control,oil,05.03.2015,"Oil prices fall sharply amid reOn the New York Mercantile Exchange, WTI crude oil for April delivery fell 1.46% or 0.74 to $49.78 a barrel in U.S. afternoon trading.cord inventories",-0.229545455,0.734848485,Negative
7712,Money Control,oil,04.03.2015,Nymex oil futures trade above $50 ahead of U.S. supply data,0,0.1,Neutral
7714,Money Control,oil,04.03.2015,"Geofin Comtrade has come out with its report on agricultural commodities. The research firm has recommended to sell Cardamom on pullbacks, Refined Soy oil below Rs 591 and buy Mentha oil on dips, in its research report dated March 04, 2015.",-0.2,0.4,Negative
7719,Money Control,oil,04.03.2015,Crude Oil rises sharply during Netanyahu's address to Congress,-0.4125,0.875,Negative
7720,Money Control,oil,03.03.2015,Crude oil futures rebound with U.S. supply data in focus,-0.7,1,Negative
7723,Money Control,oil,03.03.2015,"According to Angel Commodities, crude oil prices is expect to trade sideways today as data suggested a smaller-than-expected build last week in the Cushing, Oklahoma delivery point for oil.",-0.35,0.533333333,Negative
7728,Money Control,oil,02.03.2015,"WTI oil races higher after ISM data, Brent down 2% on Libya supply",0.047222222,0.394444444,Positive
7732,Money Control,oil,02.03.2015,"Geofin Comtrade has come out with its report on agricultural commodities. The research firm has recommended to sell Refined Soy oil, Cardamom on pullbacks and Chana above Rs 3735, in its research report dated March 02, 2015.",-0.1,0.25,Negative
7735,Money Control,oil,01.03.2015,Crude oil futures - weekly outlook: March 2 - 6,-0.7,1,Negative
7739,Money Control,oil,28.02.2015,WTI Crude Oil posts its first monthly gain since June,-0.225,0.666666667,Negative
7749,Money Control,oil,26.02.2015,Crude oil futures fall sharply as stronger dollar weighs,-0.4125,0.875,Negative
