serial,Source,commodity,Date,Sentence,polarity,subjectivety,Sentiment_type
11603,Money Control,natural gas,01.07.2013,"Natural gas gains on weather forecasts, weekly supply data weighs",0.1,0.4,Positive
11613,Money Control,natural gas,01.07.2013,"Commodity experts are upbeat on crude and natural gas, they advise buying them. However, they are not so bullish on copper, hence suggest selling it.",-0.3,0.7,Negative
11618,Money Control,natural gas,30.06.2013,Natural gas futures - Weekly outlook: July 1 - 5,0.1,0.4,Positive
11625,Money Control,natural gas,28.06.2013,"Natural gas extends losses on rising inventories, mild weather forecasts",0.216666667,0.45,Positive
11639,Money Control,natural gas,27.06.2013,Natural gas plunges 4% to hit 16-week low after U.S. supply data,0.05,0.35,Positive
11653,Money Control,natural gas,26.06.2013,Natural gas rebounds as market looks past mild U.S. temperatures,0.061111111,0.383333333,Positive
11671,Money Control,natural gas,25.06.2013,Natural gas drops as weather forecasts point to cooler U.S. temperatures,0.1,0.4,Positive
11690,Money Control,natural gas,24.06.2013,Natural gas extends losses on rising U.S. inventory levels,0.1,0.4,Positive
11691,Money Control,natural gas,24.06.2013,Natural gas futures fluctuate with weather outlook in focus,0.1,0.4,Positive
11708,Money Control,natural gas,23.06.2013,Natural gas futures - Weekly outlook: June 24 - 28,0.1,0.4,Positive
11711,Money Control,natural gas,22.06.2013,Natural gas extends losses on rising U.S. inventory levels,0.1,0.4,Positive
11733,Money Control,natural gas,20.06.2013,Natural gas drops as U.S. supplies rise more than expected,0.166666667,0.433333333,Positive
11753,Money Control,natural gas,19.06.2013,Natural gas futures rally to 2-week high on warm weather forecasts,0.286666667,0.513333333,Positive
11765,Money Control,natural gas,19.06.2013,"Sugandha Sachdeva of Religare Commodities recommends selling gold on MCX. ""Maintain a stop loss for this trade at Rs 28,350 per 10gm for a target of Rs 27,600 per 10gm"", Shah adds.",0,0,Neutral
11770,Money Control,natural gas,18.06.2013,Natural gas futures extend weather-driven rally to hit 2-week high,0.13,0.47,Positive
11786,Money Control,natural gas,17.06.2013,Natural gas futures rally 3% on warm weather forecasts,0.35,0.5,Positive
11804,Money Control,natural gas,16.06.2013,Natural gas futures - Weekly outlook: June 17 - 21,0.1,0.4,Positive
11816,Money Control,natural gas,13.06.2013,Natural gas futures turn higher after U.S. supply data,0.175,0.45,Positive
11830,Money Control,natural gas,12.06.2013,Natural gas prices gain ahead of Thursday's supply data,0.1,0.4,Positive
11832,Money Control,natural gas,12.06.2013,Natural gas futures bounce off 3-month low with supply data in focus,0.05,0.35,Positive
11852,Money Control,natural gas,11.06.2013,Natural gas dips as weather forecasts point to mild temperatures,0.216666667,0.45,Positive
11901,Money Control,natural gas,06.06.2013,Natural gas plummets as supplies far exceed expectations,0.1,0.7,Positive
11921,Money Control,natural gas,05.06.2013,"Natural gas gains on weather reports, keeps cautious eye on supply data",0.1,0.4,Positive
11925,Money Control,natural gas,05.06.2013,Natural gas futures little changed in early trade,0.004166667,0.4,Positive
11926,Money Control,natural gas,05.06.2013,"Geojit Comtrade has come out with its report on metals and energy. According to the research firm, one can buy MCX Natural Gas June around Rs 226 levels with a stop loss below Rs 223 for target of Rs 232.",-0.05,0.4,Negative
11939,Money Control,natural gas,04.06.2013,Natural gas futures edge higher in early trade; USD4-level in focus,0.15,0.4,Positive
11941,Money Control,natural gas,04.06.2013,"Geojit Comtrade has come out with its report on metals and energy. According to the research firm, one can buy MCX Natural Gas June around Rs 225 levels with a stop loss below Rs 222 for target of Rs 232.",-0.05,0.4,Negative
11960,Money Control,natural gas,03.06.2013,Natural gas futures bounce off 2-week low to climb above USD4-level,0.033333333,0.266666667,Positive
11976,Money Control,natural gas,02.06.2013,Natural gas futures - Weekly outlook: June 3 - 7,0.1,0.4,Positive
11992,Money Control,natural gas,31.05.2013,Natural gas drops as supplies rise in line with expectations,0.1,0.4,Positive
12011,Money Control,natural gas,29.05.2013,"Natural gas drops as June contract expires, weather forecasts weigh",0.1,0.4,Positive
12012,Money Control,natural gas,29.05.2013,Natural gas futures under pressure ahead of contract expiration,0.1,0.4,Positive
12032,Money Control,natural gas,28.05.2013,Natural gas declines as investors prep for contract expiration,0.1,0.4,Positive
12053,Money Control,natural gas,27.05.2013,Natural gas futures rally to 4-week high in thin holiday trade,-0.046666667,0.596666667,Negative
12073,Money Control,natural gas,26.05.2013,Natural gas futures - Weekly outlook: May 27 - 31,0.1,0.4,Positive
12076,Money Control,natural gas,24.05.2013,"Natural gas declines as investors take profits, weather weighs",0.1,0.4,Positive
12267,Money Control,natural gas,10.05.2013,"Sumeet Bagadia of Destimoney Commodities suggests selling crude MCX around Rs 5,250-5,260 per barrel. ""Maintain a stop loss for this trade at Rs 5,310 per barrel for an initial target of Rs 5,180 per barrel followed by Rs 5,100 per barrel"", Bagadia adds.",-0.35,0.5,Negative
12401,Money Control,natural gas,26.04.2013,Renisha Chainani of Edelweiss suggests buying copper around Rs 385 per kilogram with stop loss of Rs 380 per kilogram and target of Rs 390-395 per kilogram on the higher side.,0.25,0.5,Positive
12415,Money Control,natural gas,25.04.2013,"Ventura Commodities has come out with its special report on natural gas. The oil and gas industry have suggested that natural gas prices could rise sharply in coming years, says the research firm.",0.046428571,0.504285714,Positive
12420,Money Control,natural gas,25.04.2013,Ram Pitre of Anand Rathi Commodities advises buying MCX nickel at Rs 850 per kilogram for an upside target of Rs 825-830 per kilogram with a stop loss at Rs 810 per kilogram.,0,0,Neutral
12750,Money Control,natural gas,26.03.2013,"Sharekhan has come out with its report on Natural Gas. According to the research firm, it has a potential to form a double top pattern. Once the lower channel line of Rs 211 is broken, it can fall till Rs 204.5-198.",0,0.45,Neutral
12770,Money Control,natural gas,25.03.2013,"Way2Wealth has come out with its report on MCX Natural Gas, silver, Aluminium and Zinc. According to the research firm, one needs to be cautious in MCX Natural Gas right now on long side. Any fresh positions on long side from hereon should be above Rs 219 levels only.",0.053968254,0.45952381,Positive
12798,Money Control,natural gas,21.03.2013,Karvy Commodities Broking has come out with its report on Crude Oil and Natural Gas. The research firm has suggested to remain on selling side for the day.,-0.266666667,0.6,Negative
12811,Money Control,natural gas,20.03.2013,"Geojit Comtrade has come out with its technical report on Gold, Silver, Crude, Natural Gas, Copper, Nickel, Lead, Zinc and Aluminium. According to the research firm, one can sell MCX Natural Gas March around Rs 215 levels with a stop loss above Rs 217 levels for a target of Rs 210 levels.",-0.116666667,0.4,Negative
12890,Money Control,natural gas,13.03.2013,"NS Ramaswamy of Ventura Securities advises buying gold above Rs 29,450 per 10gm with targets of Rs 29,600 per 10gm and Rs 29,650 per 10gm with a stop loss of Rs 29,300 per 10gm.",0,0.1,Neutral
12926,Money Control,natural gas,11.03.2013,"Way2Wealth has come out with its technical report on MCX Natural Gas, Aluminium and Zinc. According to the research firm, Natural Gas near-term outlook remains positive as long as the prices hold above Rs 170 levels, on sustainable break of the same will extend towards Rs 214 eventually.",0.022159091,0.308806818,Positive
12998,Money Control,natural gas,02.03.2013,"Continuous increase in domestic production of shale oil and gas in the US has resulted in oversupplied market conditions, lowering the prices of this commodity, says Nirmal Bang research report.",0,0.1,Neutral
13037,Money Control,natural gas,26.02.2013,"Sumeet Bagadia of Destimoney Commodities advises buying MCX gold at Rs 29,550 per 10gm. He says, ""Place a stop loss at Rs 29,400 per 10gm on the lower side for an upside target of Rs 29,700 per 10gm. If prices are able to break and give close to Rs 29,700 per 10gm then further upside rally can be seen till Rs 29,800 per 10gm in next one-two days"".",0.166666667,0.375,Positive
13075,Money Control,natural gas,21.02.2013,"GEPL Capital has come out with its report on bullions, base metal and energy. According to the research firm MCX Natural Gas February Future has support at Rs 176-176 and resistance at 180-183.",-0.225,0.48125,Negative
13288,Money Control,natural gas,01.02.2013,"Geojit Comtrade has come out with its report on precious metal, base metal, Natural Gas and Crude Oil. According to the research firm, one can buy MCX Natural Gas February contract around Rs 177 with a stoploss below Rs 174 for a target of Rs 182.",-0.166666667,0.7,Negative
13330,Money Control,natural gas,29.01.2013,"Fortune Financial Services has come out with its report on Gold, Silver, Natural Gas and Crude Oil. According to the research firm, one can sell MCX Natural Gas February future around Rs 181 with a stoploss of Rs 184 for a target of Rs 176-173.",-0.116666667,0.3875,Negative
13360,Money Control,natural gas,24.01.2013,"Sharekhan has come out with its report on Natural Gas. According to the research firm, Natural Gas is expected to head up till Rs199.5-207 that is the 61.8% and 78.6% retracement mark respectively.",-0.02,0.34,Negative
13433,Money Control,natural gas,18.01.2013,"Sharekhan has come out with its report on Natural Gas. According to the research firm, in the last session, Natural gas formed a bullish outside bar. The daily momentum indicator is in a bullish mode. Thus, unless the 20-daily moving average (182.8) is broken, the gas is expected to head up till Rs 199.5â€“207.",-0.072222222,0.27962963,Negative
13437,Money Control,natural gas,18.01.2013,"Geojit Comtrade has come out with its report on base metal, precious metal, Crude Oil and Natural Gas. According to the research firm, one can buy MCX Natural Gas January future around Rs 189 with a stoploss below Rs 186 for a target of Rs 194.",-0.142857143,0.617857143,Negative
13462,Money Control,natural gas,17.01.2013,"Hitesh Jain of India Infoline Link advocates buying crude MCX January contract at Rs 5,140 per barrel. Jain adds, ""Maintain a stop loss for this trade at Rs 5,090 per barrel for upside target of Rs 5,210 per barrel.""",-0.7,1,Negative
13550,Money Control,natural gas,09.01.2013,"Karvy Commodities Broking has come out with its report on Crude Oil and Natural Gas.  The research firm expects Natural Gas prices to remain in a negative trend on concern of higher supply, whereas mild weather is putting a cap in consumption pattern.",-0.05952381,0.514285714,Negative
13611,Money Control,natural gas,03.01.2013,"Emkay Commodity Research has come out with its report on precious metals, base metals and energy. According to the research firm, Natural Gas prices expected to go further down as moderate weather would lower the heating demand for natural gas.",-0.061728395,0.565432099,Negative
13651,Money Control,natural gas,31.12.2012,"Way2Wealth has come out with its special report on commodities. According to the research firm, one can buy MCX Natural Gas January futures around Rs 190 with a stop-loss of Rs 184.80 for the target of Rs 205.",0.085714286,0.457142857,Positive
13766,Money Control,natural gas,17.12.2012,"Dipen Shah of stayvan.com advises selling crude on MCX at Rs 4,740 per barrel. ""Maintain a stop loss for this trade at Rs 4,770 per barrel for targets of Rs 4,680-4,640 per barrel,"" Shah adds.",-0.7,1,Negative
13966,Money Control,natural gas,26.11.2012,"Way2Wealth has come out with its report on Natural Gas and Copper. According to the research firm, one can buy MCX Natural Gas Dec around Rs 216-215 with a stop-loss of Rs 209 for the target of Rs 216-215.",0,0.4,Neutral
14239,Money Control,natural gas,25.10.2012,"Shreekant Jha of PJ Commodity Ventures advocates selling crude on MCX at RS 4,750 per barrel for target of Rs 4,600 per barrel on the lower side.",-0.7,1,Negative
14301,Money Control,natural gas,16.10.2012,"Sharekhan has come out with its report on Natural Gas. According to the research firm, it is expected to test the key daily moving averages, ie 170.",-0.04,0.44,Negative
14335,Money Control,natural gas,12.10.2012,"Geojit Comtrade has come out with its technical report on Gold, Silver, Crude, Natural Gas, Copper, Nickel, Lead, Zinc and Aluminium. According to the research firm, one can buy MCX Natural Gas October around Rs 189 levels with a stop loss placed below Rs 186 levels for a target of Rs 195 levels.",-0.14,0.46,Negative
14381,Money Control,natural gas,09.10.2012,"Fortune Financial Services has come out with its report on MCX Gold, Silver, Natural Gas, Crude Oil, Copper and Nickel. According to the research firm, one can buy Natural Gas October future around Rs 178 with a stoploss of Rs 175 for a target of Rs 182-185.",-0.116666667,0.3875,Negative
14409,Money Control,natural gas,05.10.2012,"Geojit Comtrade has come out with its report on MCX Gold, Silver, Crude Oil, Natural Gas, Copper, Nickel, Lead, Zinc and Aluminium. According to the research firm, one can buy Natural Gas around Rs 178 with a stolpss below Rs 173 for a target of Rs 184.",-0.175,0.55,Negative
14478,Money Control,natural gas,28.09.2012,"Geojit Comtrade has come out with its report on MCX Gold, Silver, Crude Oil, Natural Gas, Copper, Nickel, Lead, Zinc and Aluminium. According to the research firm, one can buy Natural Gas around Rs 174 with the stoploss below Rs 171 for a target of Rs 179.",-0.175,0.55,Negative
14506,Money Control,natural gas,26.09.2012,Karvy Commodities Broking has come out with its report on Crude Oil and Natural Gas. The research firm expects shifting of volume in Natural Gas can be witnessed in far month contract and gains may be limited in current month contract.,-0.095918367,0.534693878,Negative
14521,Money Control,natural gas,25.09.2012,"Fortune Financial Services has come out with its report on MCX Gold, Silver, Natural Gas, Crude Oil, Copper and Nickel. According to the research firm, MCX Natural Gas Oct futures contract is looking weak on chart; day traders can sell on small pullback Major support is seen in range of Rs 161.37-159.74 and Rs 158.11.",-0.1578125,0.465625,Negative
14559,Money Control,natural gas,20.09.2012,"Geojit Comtrade has come out with its report on MCX Gold, Silver, Crude Oil, Natural Gas, Copper, Nickel, Lead, Zinc and Aluminium. According to the research firm, one can buy Natural Gas around Rs 150 levels with a stop loss placed below Rs 147 levels for target of Rs 154 levels.",-0.175,0.55,Negative
14577,Money Control,natural gas,18.09.2012,"Fortune Financial Services has come out with its report on MCX gold, silver, natural gas, crude oil, copper and nickel. According to the research firm, one can sell natural gas September future around Rs 158 with a stoploss of Rs 161 for a target of Rs 153-150.",-0.116666667,0.3875,Negative
14645,Money Control,natural gas,11.09.2012,Priyank Upadhyay of SSJ Finance & Securities believes that natural gas has broken a support of Rs 150 per mmbtu and is headed lower in short term. He advocates selling natural gas around Rs 153-154 per mmbtu levels with a stop loss above Rs 158 per mmbtu and we expect targets of around Rs 145 per mmbtu.,-0.04,0.32,Negative
14652,Money Control,natural gas,10.09.2012,"Way2Wealth has come out with its report on gold, natural gas, copper, nickel, soya oil and maize. According to the research firm, one can sell natural gas below Rs 145 for a target of Rs 131 with a stoploss of Rs 151.",0,0.4,Neutral
14667,Money Control,natural gas,07.09.2012,"Goeojit Comtrade has come out with its report on MCX gold, silver, crude oil, natural gas, copper, nickel, lead, zinc and aluminium. According to research firm, one can sell natural gas November future below Rs 154 levels with a stop loss placed above Rs 157 levels for targets of Rs 149 levels.",-0.116666667,0.404166667,Negative
14739,Money Control,natural gas,31.08.2012,"NS Ramaswamy, Ventura Securities of recommends buying crude MCX September contract above Rs 5,275 per barrel. He advises this with a target of Rs 5,345 per barrel and beyond that, on an intraday, to Rs 5,380 per barrel.",-0.35,0.55,Negative
14757,Money Control,natural gas,30.08.2012,Karvy Commodities Broking has come out with its report on Crude Oil and Natural Gas. The research firm has suggested investors to remain on sell side in Crude Oil and Natural Gas for the day.,-0.28,0.64,Negative
14832,Money Control,natural gas,23.08.2012,"Fortune Financial Servies has come out with its report on bullion, energy and metals. According to the research firm, one can buy MCX Natural Gas August around Rs 153 with a stoploss of Rs 149 for the targets of Rs 159-162.",-0.033333333,0.266666667,Negative
14876,Money Control,natural gas,21.08.2012,IIFL has come out with its report on natural gas. The research firm recommends buying Natural Gas August around Rs 153.,0,0.4,Neutral
14883,Money Control,natural gas,17.08.2012,"Fortune Financial Servies has come out with its report on bullion, energy and metals. According to the research firm, one can buy MCX Natural Gas August contract around Rs 152 with a stop loss of Rs 149 for the targets of Rs 158 & 161.",-0.033333333,0.266666667,Negative
14971,Money Control,natural gas,09.08.2012,Karvy Commodities Broking has come out with its report on Crude Oil and Natural Gas. The research firm has suggested to remain on sell side in Natural Gas for the day.,-0.175,0.55,Negative
15169,Money Control,natural gas,19.07.2012,"Angel Commodities has come out with its special technical report on MCX Natural Gas. According to the research firm, one can buy MCX Natural Gas July between Rs 161-162 with a stoploss of Rs 155 for targets of Rs 172-175.",0.071428571,0.374285714,Positive
15171,Money Control,natural gas,19.07.2012,"Renisha Chainani of Edelweiss recommends buying MCX crude oil August contract around Rs 4,970-4,980 per barrel levels with the stop loss of Rs 4,950 per barrel for targets of Rs 5,020-5,050 per barrel on the higher side.",-0.225,0.75,Negative
15449,Money Control,natural gas,22.06.2012,Karvy Commodities Broking has come out with its report on Crude Oil and Natural Gas.The research firm has recommended to remain on selling side in Crude and buying side in Natural Gas for the day.,-0.28,0.64,Negative
15497,Money Control,natural gas,18.06.2012,"Karvy Commodities Broking has come out with its report on Crude Oil and Natural Gas. The research firm, has recommended to stay on buying side for the day in Natural Gas.",-0.175,0.55,Negative
15692,Money Control,natural gas,28.05.2012,Way2Wealth has come out with its special report on Natural Gas. As per the research firm one can buy 1st lot at CMP Rs 115 and 2nd lot at Rs 101-96 levels for targets of Rs 147-170 with stop loss of Rs 86.,0.064285714,0.342857143,Positive
15700,Money Control,natural gas,25.05.2012,Way2Wealth has come out with its special report on Natural Gas. As per the research firm one can buy 1st lot at CMP Rs 115 and 2nd lot at Rs 101-96 levels for targets of Rs 147-170 with stop loss of Rs 86.,0.064285714,0.342857143,Positive
15737,Money Control,natural gas,18.05.2012,Way2Wealth has come out with its special report on Natural Gas. As per the research firm one can buy 1st lot of Natural Gas at CMP at Rs 115 and 2nd lot at Rs 101-96 levels for target of Rs 147 then Rs 170 with a stop loss of Rs 86.,0.071428571,0.354285714,Positive
15797,Money Control,natural gas,10.05.2012,Way2Wealth has come out with its report on Natural Gas. As per the research firm one can buy Natural Gas 1st lot at CMP 115 and 2nd lot at 101-96 levels for target of 147 then 170 with stop loss of 86.,0,0.3,Neutral
16160,Money Control,natural gas,23.03.2012,Way2Wealth has come out with its special technical report on Natural Gas. As per the research firm one can buy MCX April Natural Gas Future for time frame of 1-2 months.,0.05952381,0.332738095,Positive
16285,Money Control,natural gas,08.03.2012,"Natural gas tumbles on warm weather, supply",0.35,0.5,Positive
16286,Money Control,natural gas,07.03.2012,Natural gas futures drop to contract low on mild March weather,0.144444444,0.4,Positive
16299,Money Control,natural gas,07.03.2012,Natural gas futures retreat after bounce,0.1,0.4,Positive
16301,Money Control,natural gas,06.03.2012,Natural gas futures edge higher but remain close to 10-year low,0.116666667,0.4,Positive
16319,Money Control,natural gas,06.03.2012,"Natural gas plunges again on warm winter forecasts, elevated inventory",0.35,0.5,Positive
16349,Money Control,natural gas,02.03.2012,Karvy Commodities Broking has come out with its report on Crude oil and Natural gas. According to the research firm,-0.266666667,0.6,Negative
16517,Money Control,natural gas,13.02.2012,"GEPL Capital has come out with its report on Natural Gas. According to the research firm one can buy Natural Gas around Rs 122 - Rs 120 winth stop loss below Rs 114, for target of Rs 130 - 133.",0,0.4,Neutral
16690,Money Control,natural gas,24.01.2012,Nirmal Bang has come out with its report on Natural Gas. According to the research firm decline in February contract of Natural gas should be used as good opportunity to go long.,0.13,0.44,Positive
16713,Money Control,natural gas,20.01.2012,Natural gas futures bounce from lows,0.1,0.4,Positive
16732,Money Control,natural gas,19.01.2012,Natural gas falls to lowest since March 2002 after supply report,0.1,0.4,Positive
16750,Money Control,natural gas,19.01.2012,Natural gas futures slightly lower before inventories,-0.033333333,0.283333333,Negative
16754,Money Control,natural gas,18.01.2012,"Natural gas futures steady near 10-year low, inventory data eyed",0.091666667,0.4,Positive
16779,Money Control,natural gas,18.01.2012,Natural gas futures plunge 18% in 6 sessions,0.1,0.4,Positive
16782,Money Control,natural gas,17.01.2012,"Natural gas hits fresh 28-month low, tumbles 18% in 6 days",0.133333333,0.4,Positive
16808,Money Control,natural gas,17.01.2012,Natural gas drops again,0.1,0.4,Positive
16810,Money Control,natural gas,16.01.2012,Natural gas futures plunge nearly 5% in holiday-thinned trade,0.1,0.4,Positive
16814,Money Control,natural gas,16.01.2012,"Natural gas drops to fresh 28-month low, more downside seen",0.225,0.425,Positive
16830,Money Control,natural gas,15.01.2012,Natural gas futures - Weekly outlook: January 16-20,0.1,0.4,Positive
16836,Money Control,natural gas,13.01.2012,Natural Gas adds to losses on warm winter,0.35,0.5,Positive
16839,Money Control,natural gas,13.01.2012,Geojit Comtrade has come out with its report on Natural Gas. According to the research firm a bounce back is expected towards 144-154.,-0.05,0.3,Negative
16853,Money Control,natural gas,13.01.2012,Natural Gas plummets to 28 month low,0.05,0.35,Positive
16856,Money Control,natural gas,12.01.2012,Natural gas futures plunge further after modest supply drop,0.066666667,0.6,Positive
16872,Money Control,natural gas,12.01.2012,Natural Gas plummets 5% on warm winter weather,0.35,0.5,Positive
16874,Money Control,natural gas,11.01.2012,Natural gas futures plunge 4% to hit fresh 28-month low,0.133333333,0.4,Positive
16898,Money Control,natural gas,10.01.2012,Natural gas trades close to 28-month low on weather outlook,0.05,0.35,Positive
16920,Money Control,natural gas,09.01.2012,Natural gas tumbles as U.S. east coast to remain warm this week,0.35,0.5,Positive
16937,Money Control,natural gas,08.01.2012,Natural gas futures - Weekly outlook: January 9 - 13,0.1,0.4,Positive
16959,Money Control,natural gas,05.01.2012,Natural gas futures remain lower after U.S. storage data,0.1,0.4,Positive
16979,Money Control,natural gas,04.01.2012,Natural gas jumps above USD3.00 on cold weather outlook,-0.166666667,0.5,Negative
16999,Money Control,natural gas,03.01.2012,Natural gas futures trade below USD3.00 for second session,0.05,0.2,Positive
17023,Money Control,natural gas,01.01.2012,Natural gas futures - Weekly outlook: January 2 - 6,0.1,0.4,Positive
17041,Money Control,natural gas,29.12.2011,Natural gas futures add to losses after U.S. supply report,0.1,0.4,Positive
17063,Money Control,natural gas,28.12.2011,Natural gas trades close to 27-month low on weather outlook,0.05,0.35,Positive
17080,Money Control,natural gas,27.12.2011,Natural gas futures gain on forecasts of colder weather,0.1,0.4,Positive
17097,Money Control,natural gas,25.12.2011,Natural gas futures - Weekly outlook: December 26 - 30,0.1,0.4,Positive
17112,Money Control,natural gas,22.12.2011,Natural gas futures turn lower as U.S. supply report disappoints,0.1,0.4,Positive
17135,Money Control,natural gas,21.12.2011,"Natural gas futures drop with weather, supply data in focus",0.1,0.4,Positive
17155,Money Control,natural gas,20.12.2011,Natural gas off 27-month low but downside risks remain,0.05,0.35,Positive
17176,Money Control,natural gas,19.12.2011,Natural gas falls to fresh 27-month low on weather outlook,0.133333333,0.4,Positive
17195,Money Control,natural gas,18.12.2011,Natural gas futures - Weekly outlook: December 19 - 23,0.1,0.4,Positive
17218,Money Control,natural gas,15.12.2011,Natural gas off 27-month low after U.S. storage withdrawal,0.05,0.35,Positive
17241,Money Control,natural gas,14.12.2011,Natural gas trades at 27-month low on weather outlook,0.05,0.35,Positive
17264,Money Control,natural gas,13.12.2011,"Natural gas close to 2-year low on weather, supply outlook",0.05,0.35,Positive
17274,Money Control,natural gas,13.12.2011,Kotak Commodities has come out with its report on Natural Gas. According to the research firm Natural Gas has resistance around Rs 180.,0,0.4,Neutral
17280,Money Control,natural gas,12.12.2011,Natural gas tumbles to 13-month low on warm weather outlook,0.233333333,0.433333333,Positive
17302,Money Control,natural gas,11.12.2011,Natural gas futures - Weekly outlook: December 12 - 16,0.1,0.4,Positive
17326,Money Control,natural gas,08.12.2011,Natural gas futures surge after U.S. storage withdrawal,0.1,0.4,Positive
17351,Money Control,natural gas,07.12.2011,Natural gas tumbles as warm East Coast weather weighs,0.35,0.5,Positive
17369,Money Control,natural gas,06.12.2011,Natural gas falls to 2-week low on warm East Coast weather,0.233333333,0.433333333,Positive
17374,Money Control,natural gas,05.12.2011,Natural gas futures tumble to 2-week low on weather outlook,0.05,0.35,Positive
17388,Money Control,natural gas,04.12.2011,Natural gas futures - Weekly outlook: December 5 - 9,0.1,0.4,Positive
17406,Money Control,natural gas,01.12.2011,Natural gas futures rally 3% after U.S. supply data,0.1,0.4,Positive
17453,Money Control,natural gas,29.11.2011,Natural gas futures sharply higher on cooler weather forecasts,0.175,0.45,Positive
17472,Money Control,natural gas,29.11.2011,"Kotak Commodity has come out with its report on Natural Gas. As per the research firm one can go long in MCX Natural Gas for target of Rs 199, with the stop loss closing below Rs 176 level.",-0.0125,0.4,Negative
17479,Money Control,natural gas,28.11.2011,Natural gas futures retreat from 11-day high on profit taking,0.13,0.47,Positive
17506,Money Control,natural gas,27.11.2011,Natural gas - Weekly outlook: November 28 - December 2,0.1,0.4,Positive
17525,Money Control,natural gas,24.11.2011,Natural gas futures ease off 8-day high on profit taking,0.13,0.47,Positive
17542,Money Control,natural gas,23.11.2011,Natural gas futures tumble ahead of U.S. supply data,0.1,0.4,Positive
17562,Money Control,natural gas,22.11.2011,Natural gas futures turn lower with inventory data in focus,0.1,0.4,Positive
17582,Money Control,natural gas,21.11.2011,Natural gas futures steady close to 13-month low,0.088888889,0.4,Positive
17607,Money Control,natural gas,20.11.2011,Natural gas futures - Weekly outlook: November 21-25,0.1,0.4,Positive
17616,Money Control,natural gas,18.11.2011,"Kotak Commodity has come out with its report on Natural Gas. As per the research firm one can go long in MCX Natural Gas around Rs 170-173, with the stop loss closing below Rs 165 level, targeting Rs 190–194.",-0.0125,0.4,Negative
17627,Money Control,natural gas,17.11.2011,Natural gas futures bounce off 13-month low after U.S. supply data,0.05,0.35,Positive
17654,Money Control,natural gas,16.11.2011,Natural gas drops to 13-month low with inventory data in focus,0.05,0.35,Positive
17671,Money Control,natural gas,15.11.2011,"Natural gas drops to 13-month low on weather, supply outlook",0.05,0.35,Positive
17694,Money Control,natural gas,14.11.2011,Natural gas tumbles to 4-week low on warm weather outlook,0.233333333,0.433333333,Positive
17706,Money Control,natural gas,13.11.2011,Natural gas futures - Weekly outlook: November 14-18,0.1,0.4,Positive
17736,Money Control,natural gas,10.11.2011,Natural gas futures fall to 2-week low after U.S. supply data,0.05,0.35,Positive
17745,Money Control,natural gas,09.11.2011,Natural gas futures slump on mild weather forecasts,0.216666667,0.45,Positive
17767,Money Control,natural gas,08.11.2011,Natural gas trades close to 2-week low as mild weather weighs,0.144444444,0.4,Positive
17789,Money Control,natural gas,07.11.2011,Natural gas futures tumble to 2-week low on mild weather,0.144444444,0.4,Positive
17795,Money Control,natural gas,06.11.2011,Natural gas futures - Weekly outlook: November 7-11,0.1,0.4,Positive
17826,Money Control,natural gas,03.11.2011,Natural gas futures add to gains after U.S. supply data,0.1,0.4,Positive
17863,Money Control,natural gas,01.11.2011,Natural gas futures plunge on mild weather forecasts,0.216666667,0.45,Positive
17889,Money Control,natural gas,31.10.2011,Natural gas futures pull back from 6-week high on mild weather,0.148333333,0.36,Positive
17914,Money Control,natural gas,30.10.2011,Natural gas futures - Weekly outlook: October 31-November 4,0.1,0.4,Positive
17941,Money Control,natural gas,27.10.2011,Natural gas futures add to losses after U.S. supply data,0.1,0.4,Positive
17949,Money Control,natural gas,26.10.2011,Natural gas futures decline with inventory data in focus,0.1,0.4,Positive
17960,Money Control,natural gas,25.10.2011,Natural gas futures gain on cold weather forecasts,-0.25,0.7,Negative
17980,Money Control,natural gas,24.10.2011,"Natural gas futures turn lower on profit taking, supply outlook",0.1,0.4,Positive
18005,Money Control,natural gas,23.10.2011,Natural gas futures - Weekly review: October 17-21,0.1,0.4,Positive
18048,Money Control,natural gas,19.10.2011,Natural gas futures steady with inventory data in focus,0.133333333,0.45,Positive
18072,Money Control,natural gas,18.10.2011,Natural gas futures fall sharply on ample U.S. supply outlook,-0.0125,0.575,Negative
18087,Money Control,natural gas,18.10.2011,Experts cherry pick top commodities for trade today.,0.5,0.5,Positive
18095,Money Control,natural gas,17.10.2011,"Natural gas futures slump on profit taking, production outlook",0.1,0.4,Positive
18110,Money Control,natural gas,17.10.2011,"Angel Broking has come out with its report on Crude, Natural Gas. According to the research firm one can buy MCX Natural Gas October between 179.50-179, SL- 174.80, target -185.50.",-0.175,0.55,Negative
18118,Money Control,natural gas,16.10.2011,Natural gas futures - Weekly review: October 10-14,0.1,0.4,Positive
18127,Money Control,natural gas,14.10.2011,"Angel Broking has come out with its report on Natural Gas, Lead.",0.1,0.4,Positive
18161,Money Control,natural gas,12.10.2011,Natural gas futures hit 1-week high on increased demand hopes,0.13,0.47,Positive
18166,Money Control,natural gas,12.10.2011,Kotak Commodity has come out with its report on Natural Gas.,0.1,0.4,Positive
18176,Money Control,natural gas,12.10.2011,"Mangal Keshav has come out with its report on Natural Gas, Copper, Gold and Silver",0.1,0.4,Positive
18184,Money Control,natural gas,11.10.2011,Natural gas futures fluctuate amid uncertain demand outlook,0.1,0.4,Positive
